"Name","TeamAbbreviation","GamesPlayed","Minutes","SecondChanceOffPoss","SecondChancePoints","SecondChancePointsPct","SecondChanceFG2M","SecondChanceFG2A","SecondChanceFg2Pct","SecondChanceFG3M","SecondChanceFG3A","SecondChanceFg3Pct","SecondChanceFtPoints","SecondChanceEfgPct","SecondChanceTsPct","SecondChanceShotQualityAvg","SecondChanceAtRimFGM","SecondChanceAtRimFGA","SecondChanceAtRimFrequency","SecondChanceAtRimAccuracy","SecondChanceAtRimPctAssisted","SecondChanceCorner3FGM","SecondChanceCorner3FGA","SecondChanceCorner3Frequency","SecondChanceCorner3Accuracy","SecondChanceCorner3PctAssisted","SecondChanceArc3FGM","SecondChanceArc3FGA","SecondChanceArc3Frequency","SecondChanceArc3Accuracy","SecondChanceArc3PctAssisted","SecondChanceTurnovers"
"Donovan Mitchell","UTA",74,2545,9.77632086386425,2.7188584650983416,0.07650569723277266,0.6363285769379098,1.1569610489780178,0.55,0.34708831469340534,0.8484381025838796,0.4090909090909091,0.4049363671423062,0.5769230769230769,0.6150442477876106,0.4719301369863013,0.3085229463941381,0.4049363671423062,0.20192307692307693,0.7619047619047619,0.125,0.07713073659853452,0.2699575780948708,0.1346153846153846,0.2857142857142857,1,0.2699575780948708,0.5784805244890089,0.28846153846153844,0.4666666666666667,0.7142857142857143,0.28924026224450444
"Rudy Gobert","UTA",73,2523,9.708927524907208,5.196327407696816,0.23877917414721722,2.0511818714592693,3.281890994334831,0.625,0,0,0,1.0939636647782771,0.625,0.6244131455399061,0.5637074999999999,1.9535065442469233,2.949794881812854,0.8988095238095238,0.6622516556291391,0.13,0,0,0,0,0,0,0,0,0,0,0.42977143973432314
"Joe Ingles","UTA",77,2302,9.978586723768737,0.8565310492505354,0.052700922266139656,0.08565310492505353,0.19271948608137046,0.4444444444444444,0.21413276231263384,0.44967880085653106,0.47619047619047616,0.042826552462526764,0.6333333333333333,0.625,0.5300347826086957,0.06423982869379015,0.10706638115631692,0.16666666666666666,0.6,0.3333333333333333,0.06423982869379015,0.14989293361884368,0.23333333333333334,0.42857142857142855,1,0.14989293361884368,0.29978586723768735,0.4666666666666667,0.5,0.7142857142857143,0.10706638115631692
"Royce O'Neale","UTA",76,2218,9.883980365908076,0.8032128514056225,0.07515657620041753,0.0892458723784025,0.178491744756805,0.5,0.15618027666220438,0.40160642570281124,0.3888888888888889,0.15618027666220438,0.5576923076923077,0.6,0.50430625,0.06693440428380187,0.13386880856760375,0.23076923076923078,0.5,0.3333333333333333,0.04462293618920125,0.13386880856760375,0.23076923076923078,0.3333333333333333,1,0.11155734047300313,0.2677376171352075,0.46153846153846156,0.4166666666666667,1,0.04462293618920125
"Bojan Bogdanovic","UTA",63,2083,9.530516431924882,2.2535211267605635,0.07529411764705882,0.4225352112676056,0.9859154929577465,0.42857142857142855,0.3286384976525822,0.7511737089201878,0.4375,0.4225352112676056,0.527027027027027,0.5595238095238095,0.5468415094339623,0.3286384976525822,0.5868544600938967,0.33783783783783783,0.56,0.42857142857142855,0.09389671361502347,0.25821596244131456,0.14864864864864866,0.36363636363636365,1,0.2347417840375587,0.49295774647887325,0.28378378378378377,0.47619047619047616,0.7,0.18779342723004694
"Mike Conley","UTA",50,1454,9.908998988877654,2.2581732389619145,0.08993288590604027,0.16852039096730703,0.6066734074823054,0.2777777777777778,0.5392652510953826,0.9437141894169194,0.5714285714285714,0.3033367037411527,0.6304347826086957,0.66,0.529008064516129,0.06740815638692282,0.16852039096730703,0.10869565217391304,0.4,0.5,0.20222446916076844,0.3707448601280755,0.2391304347826087,0.5454545454545454,0.6666666666666666,0.33704078193461406,0.5729693292888439,0.3695652173913043,0.5882352941176471,0.6,0.13481631277384565
"Jordan Clarkson","UTA",47,1184,11.333333333333334,3.375,0.10785619174434088,0.7916666666666666,1.1666666666666667,0.6785714285714286,0.5,1,0.5,0.2916666666666667,0.7115384615384616,0.7232142857142857,0.5042827586206896,0.6666666666666666,0.8333333333333334,0.38461538461538464,0.8,0.125,0.16666666666666666,0.25,0.11538461538461539,0.6666666666666666,1,0.3333333333333333,0.75,0.34615384615384615,0.4444444444444444,0.625,0.20833333333333334
"Georges Niang","UTA",71,1011,11.493695441319108,2.0853540252182348,0.09907834101382489,0.24248302618816683,0.3879728419010669,0.625,0.533462657613967,1.1154219204655673,0.4782608695652174,0,0.6935483870967742,0.6935483870967742,0.5765343749999999,0.24248302618816683,0.2909796314258002,0.1935483870967742,0.8333333333333334,0.2,0.1454898157129001,0.48496605237633367,0.3225806451612903,0.3,1,0.3879728419010669,0.6304558680892337,0.41935483870967744,0.6153846153846154,1,0.19398642095053345
"Emmanuel Mudiay","UTA",57,883,9.994538503549972,1.2561441835062808,0.056372549019607844,0.3276897870016384,0.70999453850355,0.46153846153846156,0.10922992900054615,0.6007646095030038,0.18181818181818182,0.2730748225013654,0.375,0.42592592592592593,0.530125,0.2184598580010923,0.2730748225013654,0.20833333333333334,0.8,0.75,0.054614964500273075,0.2184598580010923,0.16666666666666666,0.25,1,0.054614964500273075,0.3823047515019115,0.2916666666666667,0.14285714285714285,0,0.1638448935008192
"Tony Bradley","UTA",63,707,11.784975878704342,7.0296347346657475,0.3469387755102041,3.032391454169538,5.0999310820124055,0.5945945945945946,0.06891798759476224,0.06891798759476224,1,0.7580978635423845,0.6066666666666667,0.6219512195121951,0.5691137096774194,2.963473466574776,4.893177119228119,0.9466666666666667,0.6056338028169014,0.18604651162790697,0,0,0,0,0,0.06891798759476224,0.06891798759476224,0.013333333333333334,1,1,0.2067539627842867
