"Name","TeamAbbreviation","GamesPlayed","Minutes","SecondChanceOffPoss","SecondChancePoints","SecondChancePointsPct","SecondChanceFG2M","SecondChanceFG2A","SecondChanceFg2Pct","SecondChanceFG3M","SecondChanceFG3A","SecondChanceFg3Pct","SecondChanceFtPoints","SecondChanceEfgPct","SecondChanceTsPct","SecondChanceShotQualityAvg","SecondChanceAtRimFGM","SecondChanceAtRimFGA","SecondChanceAtRimFrequency","SecondChanceAtRimAccuracy","SecondChanceAtRimPctAssisted","SecondChanceCorner3FGM","SecondChanceCorner3FGA","SecondChanceCorner3Frequency","SecondChanceCorner3Accuracy","SecondChanceCorner3PctAssisted","SecondChanceArc3FGM","SecondChanceArc3FGA","SecondChanceArc3Frequency","SecondChanceArc3Accuracy","SecondChanceArc3PctAssisted","SecondChanceTurnovers"
"Shai Gilgeous-Alexander","OKC",74,2593,8.969033232628398,1.3406344410876132,0.05028328611898017,0.32099697885196377,0.6608761329305136,0.4857142857142857,0.1510574018126888,0.3776435045317221,0.4,0.24546827794561935,0.5272727272727272,0.5819672131147541,0.5043571428571428,0.1510574018126888,0.26435045317220546,0.2545454545454545,0.5714285714285714,0.125,0.0188821752265861,0.09441087613293052,0.09090909090909091,0.2,1,0.13217522658610273,0.28323262839879154,0.2727272727272727,0.4666666666666667,0.5714285714285714,0.20770392749244712
"Chris Paul","OKC",74,2359,9.403479701739851,2.1748135874067938,0.07966616084977238,0.39353769676884837,0.7456503728251864,0.5277777777777778,0.352112676056338,0.6006628003314002,0.5862068965517241,0.33140016570008285,0.6846153846153846,0.7222222222222222,0.4650014705882353,0.14498757249378624,0.16570008285004142,0.12307692307692308,0.875,0.14285714285714285,0.06213753106876554,0.16570008285004142,0.12307692307692308,0.375,0.3333333333333333,0.2899751449875725,0.43496271748135873,0.3230769230769231,0.6666666666666666,0.7857142857142857,0.22783761391880697
"Dennis Schroder","OKC",69,2133,9.305492510213345,2.0426690876078077,0.06885998469778118,0.6808896958692692,1.2029051293690423,0.5660377358490566,0.20426690876078074,0.49931911030413073,0.4090909090909091,0.06808896958692692,0.58,0.5921052631578947,0.45801916666666664,0.13617793917385385,0.2723558783477077,0.16,0.5,0.3333333333333333,0.06808896958692692,0.09078529278256922,0.05333333333333334,0.75,0.3333333333333333,0.13617793917385385,0.4085338175215615,0.24,0.3333333333333333,0.8333333333333334,0.15887426236949614
"Danilo Gallinari","OKC",66,1969,9.04797414864529,2.4857071836937608,0.08097165991902834,0.42257022122793936,0.9197116579666915,0.4594594594594595,0.29828486204325133,0.8948545861297539,0.3333333333333333,0.7457121551081283,0.4794520547945205,0.5625,0.5140666666666667,0.24857071836937608,0.5219985085756897,0.2876712328767123,0.47619047619047616,0.2,0.024857071836937607,0.09942828734775043,0.0547945205479452,0.25,1,0.2734277902063137,0.7954262987820034,0.4383561643835616,0.34375,0.5454545454545454,0.09942828734775043
"Steven Adams","OKC",67,1800,10.172272354388843,4.566584632212196,0.2297111416781293,1.804757998359311,3.3634126333059884,0.5365853658536586,0,0.027344818156959255,0,0.957068635493574,0.532258064516129,0.5641891891891891,0.5389547619047619,1.6680339075745145,2.816516270166803,0.8306451612903226,0.5922330097087378,0.11475409836065574,0,0.027344818156959255,0.008064516129032258,0,0,0,0,0,0,0,0.3554826360404703
"Terrance Ferguson","OKC",58,1276,9.094472755782046,0.5880047040376323,0.06637168141592921,0.11760094080752646,0.1960015680125441,0.6,0.11760094080752646,0.47040376323010585,0.25,0,0.4411764705882353,0.4411764705882353,0.5528071428571428,0.07840062720501764,0.11760094080752646,0.17647058823529413,0.6666666666666666,0.5,0.03920031360250882,0.23520188161505293,0.35294117647058826,0.16666666666666666,0,0.07840062720501764,0.23520188161505293,0.35294117647058826,0.3333333333333333,1,0.1960015680125441
"Darius Bazley","OKC",65,1193,10.04510045100451,1.6400164001640016,0.10989010989010989,0.4920049200492005,1.1480114801148011,0.42857142857142855,0.08200082000820008,0.45100451004510045,0.18181818181818182,0.4100041000410004,0.38461538461538464,0.45454545454545453,0.5410393939393939,0.3280032800328003,0.8200082000820008,0.5128205128205128,0.4,0,0,0.2050020500205002,0.1282051282051282,0,0,0.08200082000820008,0.24600246002460024,0.15384615384615385,0.3333333333333333,0.5,0.08200082000820008
"Nerlens Noel","OKC",65,1180,8.946488294314381,3.42809364548495,0.17672413793103448,1.379598662207358,2.0903010033444818,0.66,0,0,0,0.6688963210702341,0.66,0.6721311475409836,0.5622102564102565,1.2959866220735785,1.7558528428093645,0.84,0.7380952380952381,0.12903225806451613,0,0,0,0,0,0,0,0,0,0,0.4180602006688963
"Luguentz Dort","OKC",39,917,8.556149732620321,1.6042780748663101,0.1111111111111111,0.5347593582887701,1.0160427807486632,0.5263157894736842,0.10695187165775401,0.37433155080213903,0.2857142857142857,0.21390374331550802,0.5,0.5172413793103449,0.5823522727272727,0.5347593582887701,1.0160427807486632,0.7307692307692307,0.5263157894736842,0.3,0.053475935828877004,0.10695187165775401,0.07692307692307693,0.5,1,0.053475935828877004,0.26737967914438504,0.19230769230769232,0.2,1,0.053475935828877004
"Hamidou Diallo","OKC",48,914,10.695468914646996,2.6343519494204424,0.15384615384615385,1.2118018967334037,2.1601685985247627,0.5609756097560976,0,0.1053740779768177,0,0.2107481559536354,0.5348837209302325,0.5555555555555556,0.5487785714285713,1.106427818756586,1.8967334035827186,0.8372093023255814,0.5833333333333334,0.19047619047619047,0,0.1053740779768177,0.046511627906976744,0,0,0,0,0,0,0,0.26343519494204426
