"Name","TeamAbbreviation","GamesPlayed","Minutes","Rebounds","DefRebounds","FTDefRebounds","DefFTReboundPct","DefTwoPtRebounds","DefTwoPtReboundPct","DefThreePtRebounds","DefThreePtReboundPct","DefFGReboundPct","OffRebounds","FTOffRebounds","OffFTReboundPct","OffTwoPtRebounds","OffTwoPtReboundPct","OffThreePtRebounds","OffThreePtReboundPct","OffFGReboundPct","DefAtRimReboundPct","DefShortMidRangeReboundPct","DefLongMidRangeReboundPct","DefArc3ReboundPct","DefCorner3ReboundPct","OffAtRimReboundPct","OffShortMidRangeReboundPct","OffLongMidRangeReboundPct","OffArc3ReboundPct","OffCorner3ReboundPct","SelfOReb","SelfORebPct"
"Tobias Harris","PHI",76,2618,5.0239909681061246,8.46979107848673,0.6587615283267457,0.24475524475524477,4.4607566346696785,0.1651567944250871,3.3502729154903066,0.172147001934236,0.16808424463345484,1.580135440180587,0.018811136192626036,0.006802721088435374,0.9217456734386757,0.03414634146341464,0.6395786305492852,0.03177570093457944,0.03313373253493014,0.1482213438735178,0.1732142857142857,0.17615176151761516,0.17525773195876287,0.15527950310559005,0.0508130081300813,0.031825795644891124,0.014450867052023121,0.037383177570093455,0.009345794392523364,18,0.03076923076923077
"Al Horford","PHI",71,2154,5.490773236725914,8.448471121177803,0.72480181200453,0.24427480916030533,4.869762174405436,0.17842323651452283,2.853907134767837,0.15126050420168066,0.16732090284592738,2.5350837483023994,0.022634676324128564,0.00909090909090909,1.5391579900407424,0.05980650835532102,0.9732910819375283,0.048044692737430165,0.054625984251968504,0.18140589569160998,0.19823788546255505,0.14516129032258066,0.14814814814814814,0.16793893129770993,0.06005221932114883,0.07068607068607069,0.040293040293040296,0.043055555555555555,0.06857142857142857,11,0.02925531914893617
"Ben Simmons","PHI",57,2017,5.305293344485602,7.911089866156788,0.9799235181644359,0.3082706766917293,3.8479923518164436,0.13855421686746988,3.0831739961759084,0.16973684210526316,0.15088449531737774,2.7001194743130226,0.04778972520908005,0.015873015873015872,1.6965352449223416,0.06567992599444958,0.955794504181601,0.04728132387706856,0.057602490918526206,0.12114014251781473,0.11643835616438356,0.19471947194719472,0.18449612403100776,0.08695652173913043,0.07853403141361257,0.059602649006622516,0.056910569105691054,0.04790419161676647,0.0449438202247191,20,0.0847457627118644
"Josh Richardson","PHI",59,1837,2.533851722751039,3.87409200968523,0.16142050040355124,0.05042016806722689,1.937046004842615,0.06883365200764818,1.7756255044390639,0.09348441926345609,0.07876712328767123,1.202565473009086,0,0,0.7215392838054516,0.02551984877126654,0.48102618920363444,0.025139664804469275,0.02536640360766629,0.0718232044198895,0.07213930348258707,0.06028368794326241,0.10051107325383304,0.058823529411764705,0.030726256983240222,0.0228310502283105,0.022900763358778626,0.024096385542168676,0.02962962962962963,14,0.03977272727272727
"Joel Embiid","PHI",55,1651,9.519572953736654,14.544375185514989,1.1872959335114277,0.40404040404040403,7.92520035618878,0.2772585669781931,5.431878895814782,0.27518796992481204,0.2764127764127764,4.503703703703704,0.11851851851851852,0.03669724770642202,2.8444444444444446,0.10223642172523961,1.5407407407407407,0.08552631578947369,0.09566903684550743,0.19063545150501673,0.28974358974358977,0.354014598540146,0.27586206896551724,0.2719298245614035,0.13851351351351351,0.09571788413098237,0.06910569105691057,0.07983193277310924,0.10606060606060606,22,0.05555555555555555
"Furkan Korkmaz","PHI",76,1599,2.6240386065450156,4.708723211590703,0.1509206157561123,0.05102040816326531,2.233625113190462,0.08114035087719298,2.3241774826441293,0.12419354838709677,0.09856396866840732,0.5424954792043399,0.030138637733574444,0.010869565217391304,0.33152501506931886,0.012571428571428572,0.18083182640144665,0.00904977375565611,0.011053315994798439,0.09763313609467456,0.06182795698924731,0.0891089108910891,0.11976047904191617,0.14285714285714285,0.02280130293159609,0.010526315789473684,0,0.009328358208955223,0.007874015748031496,5,0.016233766233766232
"Matisse Thybulle","PHI",69,1363,2.03136136849608,2.445074415308292,0.03543586109142452,0.01098901098901099,1.3465627214741318,0.05405405405405406,1.0630758327427356,0.055350553505535055,0.05461847389558233,1.6129032258064515,0.035842293906810034,0.010638297872340425,0.6093189964157706,0.023224043715846996,0.967741935483871,0.04804270462633452,0.03400309119010819,0.05058365758754864,0.05017921146953405,0.0658682634730539,0.05908096280087528,0.03529411764705882,0.023622047244094488,0.017482517482517484,0.03125,0.05043859649122807,0.03773584905660377,7,0.047619047619047616
"Mike Scott","PHI",72,1227,5.108760726401916,7.520891364902507,0.6366892160764027,0.17204301075268819,3.7007560684440906,0.13716814159292035,3.1834460803820135,0.17699115044247787,0.15309734513274337,2.6821457165732587,0.040032025620496396,0.015873015873015872,1.3210568454763811,0.04896142433234421,1.3210568454763811,0.0650887573964497,0.0558848433530906,0.1483050847457627,0.125,0.1419753086419753,0.1810810810810811,0.15853658536585366,0.0635593220338983,0.04895104895104895,0.02631578947368421,0.06666666666666667,0.058823529411764705,4,0.02072538860103627
"Shake Milton","PHI",44,931,2.671957671957672,4.490227152667723,0.21130480718436345,0.07017543859649122,1.6376122556788166,0.06623931623931624,2.641310089804543,0.13054830287206268,0.09518213866039953,0.8479067302596714,0,0,0.6359300476947536,0.024539877300613498,0.21197668256491786,0.01015228426395939,0.01812004530011325,0.08860759493670886,0.03208556149732621,0.08943089430894309,0.1365079365079365,0.10294117647058823,0.00684931506849315,0.04741379310344827,0,0.012987012987012988,0,6,0.04081632653061224
"James Ennis III","PHI",49,776,4.6992481203007515,6.371018113678951,0.3123048094940662,0.09259259259259259,2.623360399750156,0.09395973154362416,3.4353529044347284,0.20220588235294118,0.1349095966620306,3.016970458830924,0,0,1.759899434318039,0.0681265206812652,1.2570710245128849,0.06472491909385113,0.06666666666666667,0.08928571428571429,0.07692307692307693,0.12727272727272726,0.2,0.21621621621621623,0.06707317073170732,0.053691275167785234,0.09183673469387756,0.05785123966942149,0.08955223880597014,2,0.018518518518518517
"Raul Neto","PHI",56,693,2.2606852702225364,3.745583038869258,0,0,1.9787985865724382,0.07179487179487179,1.7667844522968197,0.09191176470588236,0.08006042296072508,0.7768361581920904,0.07062146892655367,0.02857142857142857,0.4943502824858757,0.018469656992084433,0.211864406779661,0.011235955056179775,0.015479876160990712,0.06206896551724138,0.058394160583941604,0.10185185185185185,0.09777777777777778,0.06382978723404255,0.029197080291970802,0.012658227848101266,0.011904761904761904,0.0045871559633027525,0.04081632653061224,6,0.056074766355140186
"Alec Burks","PHI",22,459,3.806970509383378,5.680600214362272,0.5359056806002144,0.18518518518518517,2.465166130760986,0.09913793103448276,2.679528403001072,0.12437810945273632,0.11085450346420324,1.9313304721030042,0,0,1.1802575107296138,0.040892193308550186,0.7510729613733905,0.03626943005181347,0.03896103896103896,0.11267605633802817,0.08080808080808081,0.11290322580645161,0.13333333333333333,0.08333333333333333,0.056818181818181816,0.04504504504504504,0.014285714285714285,0.025806451612903226,0.07894736842105263,5,0.04716981132075472
"Trey Burke","PHI",25,329,2.7279812938425567,3.134796238244514,0,0,1.7241379310344827,0.06321839080459771,1.4106583072100314,0.07258064516129033,0.06711409395973154,2.3255813953488373,0.15503875968992248,0.0625,1.2403100775193798,0.04081632653061224,0.9302325581395349,0.05128205128205128,0.04472843450479233,0.09090909090909091,0.0625,0.02564102564102564,0.04672897196261682,0.23529411764705882,0.05194805194805195,0.037037037037037035,0.03076923076923077,0.06315789473684211,0,3,0.05263157894736842
"Kyle O'Quinn","PHI",30,318,9.020817270624518,12.788906009244993,1.386748844375963,0.42857142857142855,6.317411402157165,0.2847222222222222,5.084745762711864,0.22448979591836735,0.2542955326460481,5.246913580246914,0.15432098765432098,0.058823529411764705,3.0864197530864197,0.10869565217391304,2.006172839506173,0.09352517985611511,0.1021671826625387,0.2830188679245283,0.32786885245901637,0.2,0.2204724409448819,0.25,0.12857142857142856,0.10526315789473684,0.07894736842105263,0.09565217391304348,0.08333333333333333,2,0.04878048780487805
"Glenn Robinson III","PHI",14,270,4.003639672429482,5.253623188405797,0.36231884057971014,0.2222222222222222,1.8115942028985508,0.08064516129032258,3.079710144927536,0.17708333333333334,0.12272727272727273,2.742230347349177,0.18281535648994515,0.07692307692307693,1.6453382084095065,0.0625,0.9140767824497258,0.049019607843137254,0.056910569105691054,0.041666666666666664,0.12244897959183673,0.07407407407407407,0.15789473684210525,0.25,0.057692307692307696,0.07575757575757576,0.038461538461538464,0.056179775280898875,0,1,0.029411764705882353
"Norvel Pelle","PHI",25,238,7.399794450154163,10.766045548654244,0.8281573498964804,0.2857142857142857,6.832298136645963,0.24087591240875914,3.1055900621118013,0.17647058823529413,0.21621621621621623,4.081632653061225,0,0,3.4693877551020407,0.11486486486486487,0.6122448979591837,0.0375,0.08771929824561403,0.171875,0.3076923076923077,0.2857142857142857,0.17142857142857143,0.2,0.2,0.06349206349206349,0.06666666666666667,0.04477611940298507,0,3,0.16666666666666666
"Zhaire Smith","PHI",7,32,1.4184397163120568,2.816901408450704,0,0,1.408450704225352,0.07142857142857142,1.408450704225352,0.1111111111111111,0.08695652173913043,0,0,0,0,0,0,0,0,0,0,0.25,0.14285714285714285,0,0,0,0,0,0,0,0
"Marial Shayok","PHI",4,28,5.511811023622047,9.523809523809524,0,0,3.1746031746031744,0.16666666666666666,6.349206349206349,0.23529411764705882,0.20689655172413793,1.5625,0,0,1.5625,0.1,0,0,0.04,0,0.25,0.5,0.25,0,0,0.2,0,0,0,0,0
"Jonah Bolden","PHI",4,14,1.5625,3.225806451612903,0,0,0,0,3.225806451612903,0.14285714285714285,0.09090909090909091,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
