"Name","TeamAbbreviation","GamesPlayed","Minutes","Rebounds","DefRebounds","FTDefRebounds","DefFTReboundPct","DefTwoPtRebounds","DefTwoPtReboundPct","DefThreePtRebounds","DefThreePtReboundPct","DefFGReboundPct","OffRebounds","FTOffRebounds","OffFTReboundPct","OffTwoPtRebounds","OffTwoPtReboundPct","OffThreePtRebounds","OffThreePtReboundPct","OffFGReboundPct","DefAtRimReboundPct","DefShortMidRangeReboundPct","DefLongMidRangeReboundPct","DefArc3ReboundPct","DefCorner3ReboundPct","OffAtRimReboundPct","OffShortMidRangeReboundPct","OffLongMidRangeReboundPct","OffArc3ReboundPct","OffCorner3ReboundPct","SelfOReb","SelfORebPct"
"Evan Fournier","ORL",70,2213,2.0624241755817803,3.680846374256116,0.1763279700242451,0.07766990291262135,2.0938946440379107,0.08289703315881326,1.4106237601939609,0.06971677559912855,0.07703488372093023,0.44150110375275936,0.02207505518763797,0.009708737864077669,0.24282560706401765,0.008906882591093117,0.17660044150110377,0.008438818565400843,0.008703618873110398,0.08888888888888889,0.06938775510204082,0.099601593625498,0.061366806136680614,0.09950248756218906,0.014084507042253521,0.006160164271047228,0.006211180124223602,0.007317073170731708,0.015625,4,0.008213552361396304
"Nikola Vucevic","ORL",66,2144,8.101352119077378,12.881201638598089,0.6372325898953118,0.3146067415730337,7.146108329540282,0.2902033271719039,5.097860719162495,0.24295010845986983,0.2684630738522954,3.3356024506466984,0,0,2.518720217835262,0.09382924767540152,0.8168822328114363,0.0400890868596882,0.07063911580970687,0.2838196286472148,0.3347826086956522,0.2163265306122449,0.23529411764705882,0.2692307692307692,0.13861386138613863,0.09033613445378151,0.039603960396039604,0.03937007874015748,0.04411764705882353,38,0.07251908396946564
"Markelle Fultz","ORL",76,2111,2.849919558722133,4.749885268471776,0.04589261128958238,0.021052631578947368,2.386415787058284,0.09611829944547134,2.31757687012391,0.1149032992036405,0.10453850076491586,0.9438305709023941,0,0,0.7596685082872928,0.02687296416938111,0.1841620626151013,0.009433962264150943,0.0197495183044316,0.082687338501292,0.09090909090909091,0.12875536480686695,0.12318840579710146,0.08465608465608465,0.02843601895734597,0.028688524590163935,0.0220125786163522,0.011019283746556474,0,9,0.024193548387096774
"Aaron Gordon","ORL",62,2017,5.793389437736309,8.955950352883914,0.5840837186663421,0.2962962962962963,4.13725967388659,0.16098484848484848,4.23460696033098,0.20279720279720279,0.17972831765935215,2.6161369193154034,0.02444987775061125,0.009900990099009901,1.9559902200488997,0.06986899563318777,0.6356968215158925,0.03140096618357488,0.053725291434363914,0.14921465968586387,0.13646532438478748,0.2290748898678414,0.20176730486008837,0.20670391061452514,0.11510791366906475,0.06178489702517163,0.01718213058419244,0.03225806451612903,0.02608695652173913,26,0.06914893617021277
"Terrence Ross","ORL",73,2001,2.902793023539456,5.471421592574499,0.31753786028334147,0.11403508771929824,2.27161700048852,0.09198813056379822,2.882266731802638,0.1353211009174312,0.11205523101433883,0.341047503045067,0,0,0.243605359317905,0.008952551477170993,0.09744214372716199,0.004246284501061571,0.006799417192812044,0.07317073170731707,0.09615384615384616,0.12432432432432433,0.13675213675213677,0.12941176470588237,0.011019283746556474,0.009345794392523364,0.006134969325153374,0.004987531172069825,0,4,0.008385744234800839
"D.J. Augustin","ORL",61,1524,2.109500805152979,3.5240866472680246,0.06466214031684449,0.025974025974025976,1.6812156482379568,0.06951871657754011,1.7782088587132234,0.07617728531855955,0.0727891156462585,0.7058068655758742,0,0,0.4491498235482836,0.01629802095459837,0.25665704202759065,0.0124804992199688,0.014666666666666666,0.07317073170731707,0.057692307692307696,0.087248322147651,0.0707070707070707,0.1015625,0.027210884353741496,0.015015015015015015,0.004310344827586207,0.014787430683918669,0,4,0.01639344262295082
"Wes Iwundu","ORL",56,1014,3.3832769453842437,5.571705426356589,0.14534883720930233,0.06818181818181818,2.4709302325581395,0.09514925373134328,2.955426356589147,0.13616071428571427,0.11382113821138211,1.2054001928640308,0,0,0.9643201542912246,0.032679738562091505,0.24108003857280616,0.012658227848101266,0.024826216484607744,0.1,0.08571428571428572,0.10317460317460317,0.14565826330532214,0.0989010989010989,0.0392156862745098,0.03982300884955752,0.016483516483516484,0.011799410029498525,0.017857142857142856,5,0.03968253968253968
"Khem Birch","ORL",52,992,5.912914398812469,6.969846762234305,0.3460207612456747,0.15555555555555556,4.102817597627286,0.1627450980392157,2.5210084033613445,0.12878787878787878,0.1479028697571744,4.853888063397721,0.04952947003467063,0.016666666666666666,2.971768202080238,0.09375,1.8325903912828132,0.10164835164835165,0.09661354581673307,0.14285714285714285,0.14953271028037382,0.22429906542056074,0.1337386018237082,0.1044776119402985,0.12169312169312169,0.09433962264150944,0.06451612903225806,0.10443037974683544,0.08333333333333333,8,0.125
"Jonathan Isaac","ORL",34,980,5.756292050834787,8.628428927680797,0.8478802992518704,0.4594594594594595,3.690773067331671,0.14313346228239845,4.089775561097257,0.20048899755501223,0.16846652267818574,2.8884462151394423,0.099601593625498,0.037037037037037035,1.792828685258964,0.06070826306913996,0.9960159362549801,0.05449591280653951,0.058333333333333334,0.0913978494623656,0.1461187214611872,0.22321428571428573,0.20535714285714285,0.1780821917808219,0.10837438423645321,0.046610169491525424,0.01948051948051948,0.04838709677419355,0.08771929824561403,15,0.09090909090909091
"Mo Bamba","ORL",62,878,8.586863804378732,11.47075525269733,1.5332197614991483,0.5625,5.224304372515616,0.19827586206896552,4.713231118682566,0.20959595959595959,0.20348837209302326,5.694760820045558,0.05694760820045558,0.024390243902439025,4.4419134396355355,0.15354330708661418,1.1958997722095672,0.050970873786407765,0.10760869565217392,0.203125,0.17032967032967034,0.24444444444444444,0.20743034055727555,0.2191780821917808,0.20765027322404372,0.1712707182320442,0.0625,0.04507042253521127,0.08771929824561403,11,0.08661417322834646
"Michael Carter-Williams","ORL",45,833,4.360723820824681,5.969267139479905,0.2364066193853428,0.08888888888888889,2.482269503546099,0.1037037037037037,3.2505910165484635,0.15193370165745856,0.12646675358539766,2.73972602739726,0,0,1.7272185824895772,0.06170212765957447,1.0125074449076832,0.04748603351955307,0.05555555555555555,0.08235294117647059,0.13496932515337423,0.08333333333333333,0.14814814814814814,0.16923076923076924,0.07784431137724551,0.06395348837209303,0.03816793893129771,0.05128205128205128,0.021739130434782608,10,0.07936507936507936
"James Ennis III","ORL",24,578,4.853969559851913,7.352941176470588,0.8986928104575164,0.3548387096774194,2.1241830065359477,0.09737827715355805,4.330065359477124,0.19343065693430658,0.14602587800369685,2.31980115990058,0,0,1.408450704225352,0.05647840531561462,0.9113504556752279,0.040293040293040296,0.04878048780487805,0.07446808510638298,0.06956521739130435,0.1896551724137931,0.2112676056338028,0.13114754098360656,0.07339449541284404,0.07216494845360824,0.021052631578947368,0.02643171806167401,0.10869565217391304,3,0.0375
"Gary Clark","ORL",28,474,4.634760705289673,6.438631790744467,0.30181086519114686,0.10714285714285714,3.8229376257545273,0.152,2.3138832997987926,0.10087719298245613,0.12761506276150628,2.825428859737639,0,0,1.2108980827447022,0.045283018867924525,1.6145307769929365,0.0642570281124498,0.054474708171206226,0.1588785046728972,0.10344827586206896,0.21428571428571427,0.1016949152542373,0.09803921568627451,0.075,0.02857142857142857,0.0375,0.0639269406392694,0.06666666666666667,1,0.01694915254237288
