"Name","TeamAbbreviation","GamesPlayed","Minutes","Rebounds","DefRebounds","FTDefRebounds","DefFTReboundPct","DefTwoPtRebounds","DefTwoPtReboundPct","DefThreePtRebounds","DefThreePtReboundPct","DefFGReboundPct","OffRebounds","FTOffRebounds","OffFTReboundPct","OffTwoPtRebounds","OffTwoPtReboundPct","OffThreePtRebounds","OffThreePtReboundPct","OffFGReboundPct","DefAtRimReboundPct","DefShortMidRangeReboundPct","DefLongMidRangeReboundPct","DefArc3ReboundPct","DefCorner3ReboundPct","OffAtRimReboundPct","OffShortMidRangeReboundPct","OffLongMidRangeReboundPct","OffArc3ReboundPct","OffCorner3ReboundPct","SelfOReb","SelfORebPct"
"Jayson Tatum","BOS",70,2410,5.064961429151442,8.6912273559943,1.2008955831467536,0.4154929577464789,3.7044575615713415,0.14185502727981295,3.785874211276206,0.1712707182320442,0.1553398058252427,1.4577849767159343,0.02024701356549909,0.007936507936507936,0.9921036647094553,0.03760552570990023,0.44543429844098,0.020793950850661626,0.030072003388394747,0.11062906724511931,0.12730627306273062,0.22142857142857142,0.18160919540229886,0.12962962962962962,0.033962264150943396,0.04590818363273453,0.029411764705882353,0.02102803738317757,0.019801980198019802,29,0.04595879556259905
"Jaylen Brown","BOS",61,2084,4.550264550264551,7.528142589118199,0.42213883677298314,0.14754098360655737,3.377110694183865,0.13470533208606175,3.7288930581613506,0.16684155299055614,0.14985163204747776,1.556236736618722,0.07073803348266919,0.024793388429752067,0.801697712803584,0.03071364046973803,0.6838009903324688,0.03243847874720358,0.031484257871064465,0.13989637305699482,0.12080536912751678,0.15254237288135594,0.17183462532299743,0.1452513966480447,0.042986425339366516,0.030805687203791468,0.00823045267489712,0.03137789904502047,0.037267080745341616,20,0.0477326968973747
"Marcus Smart","BOS",64,2063,2.8544578879360976,4.6746535118628145,0.1644350481559784,0.05785123966942149,2.255109231853418,0.09022556390977443,2.255109231853418,0.09907120743034056,0.09444171175602557,1.0338345864661653,0.046992481203007516,0.017094017094017096,0.5639097744360902,0.0213903743315508,0.42293233082706766,0.01945945945945946,0.02051783097215437,0.1076923076923077,0.07727272727272727,0.08547008547008547,0.09857328145265888,0.10101010101010101,0.019867549668874173,0.024336283185840708,0.018433179723502304,0.01891891891891892,0.021621621621621623,10,0.024390243902439025
"Kemba Walker","BOS",60,1874,3.047271780179711,5.112154407929056,0.02608242044861763,0.00847457627118644,2.842983828899322,0.1092184368737475,2.2430881585811164,0.1057810578105781,0.10767531750414136,0.988296488946684,0,0,0.5981794538361509,0.02390852390852391,0.39011703511053314,0.017241379310344827,0.02074235807860262,0.10852713178294573,0.11082474226804123,0.10762331838565023,0.10747663551401869,0.09941520467836257,0.019656019656019656,0.030726256983240222,0.02030456852791878,0.019498607242339833,0.006578947368421052,9,0.019313304721030045
"Gordon Hayward","BOS",53,1774,4.765127927440098,8.057514921323929,0.759631036353771,0.2616822429906542,3.7167661421595226,0.1383838383838384,3.5811177428106347,0.1793478260869565,0.15585168018539977,1.4860848419346122,0,0,0.7295325587679006,0.028601694915254237,0.7565522831667117,0.03708609271523179,0.032371983519717484,0.08970976253298153,0.14634146341463414,0.21393034825870647,0.18549747048903878,0.15384615384615385,0.03513513513513514,0.02956989247311828,0.01485148514851485,0.03459637561779242,0.0472972972972973,11,0.03481012658227848
"Daniel Theis","BOS",69,1656,6.554696789536266,8.826151560178307,0.35661218424962854,0.1411764705882353,4.279346210995542,0.16326530612244897,4.190193164933135,0.18850267379679145,0.17484662576687116,4.281891168599465,0.11894142134998513,0.04819277108433735,2.943800178412132,0.11884753901560624,1.2191495688373477,0.05236270753512133,0.08663366336633663,0.1781609195402299,0.15977961432506887,0.14035087719298245,0.1879310344827586,0.19047619047619047,0.13213213213213212,0.109717868338558,0.11049723756906077,0.053125,0.04895104895104895,18,0.10588235294117647
"Brad Wanamaker","BOS",75,1439,2.598279061920027,4.415234243343445,0.03370407819346141,0.00980392156862745,2.3592854735422986,0.09370816599732262,2.0222446916076846,0.08771929824561403,0.09084556254367575,0.777027027027027,0.033783783783783786,0.014084507042253521,0.47297297297297297,0.017676767676767676,0.2702702702702703,0.013745704467353952,0.01601164483260553,0.10943396226415095,0.08832807570977919,0.07878787878787878,0.06481481481481481,0.1736111111111111,0.019417475728155338,0.01904761904761905,0.011904761904761904,0.012422360248447204,0.020202020202020204,5,0.02824858757062147
"Grant Williams","BOS",73,1083,4.1518650088809945,5.567830313742819,0.4418912947414936,0.12345679012345678,2.73972602739726,0.1099290780141844,2.3862129916040655,0.10609037328094302,0.10810810810810811,2.721999107541276,0,0,1.4725568942436413,0.057291666666666664,1.249442213297635,0.05656565656565657,0.05695611577964519,0.11940298507462686,0.09777777777777778,0.11594202898550725,0.1070559610705596,0.10204081632653061,0.0379746835443038,0.0811965811965812,0.047619047619047616,0.060453400503778336,0.04081632653061224,3,0.02830188679245283
"Enes Kanter","BOS",62,1044,10.751417769376182,13.304924242424242,0.8996212121212122,0.30158730158730157,7.054924242424242,0.26798561151079137,5.350378787878788,0.2404255319148936,0.2553606237816764,8.20754716981132,0.18867924528301888,0.07547169811320754,6.037735849056604,0.2064516129032258,1.9811320754716981,0.1076923076923077,0.16831683168316833,0.27011494252873564,0.2674897119341564,0.26618705035971224,0.23421052631578948,0.26666666666666666,0.27413127413127414,0.18518518518518517,0.1016949152542373,0.08571428571428572,0.2,27,0.22131147540983606
"Semi Ojeleye","BOS",72,1039,3.490566037735849,5.675422138836773,0.7035647279549718,0.234375,2.2983114446529083,0.09023941068139964,2.673545966228893,0.11377245508982035,0.10153256704980843,1.2808349146110056,0,0,0.33206831119544594,0.012433392539964476,0.9487666034155597,0.04158004158004158,0.02586206896551724,0.08056872037914692,0.06796116504854369,0.14285714285714285,0.12020460358056266,0.09090909090909091,0.00851063829787234,0.018433179723502304,0.009009009009009009,0.038560411311053984,0.05434782608695652,4,0.037037037037037035
