"Name","TeamAbbreviation","GamesPlayed","Minutes","PlusMinus","OnOffRtg","OnDefRtg","FirstChancePoints","ThreePtOffReboundedPct","AtRimOffReboundedPct","ShortMidRangeOffReboundedPct","LongMidRangeOffReboundedPct","Blocks","Blocked2s","Blocked3s","BlockedAtRim","BlockedShortMidRange","BlockedLongMidRange","BlockedCorner3","BlockedArc3","RecoveredBlocks","BlocksRecoveredPct","Steals","LostBallSteals","BadPassSteals","DefensiveGoaltends"
"Dillon Brooks","MEM",74,2150,-1.3613115863527412,110.28960070206232,111.65091228841503,24.572180781044317,0.22519083969465647,0.2692307692307692,0.35,0.1875,0.5935370411079358,0.5935370411079358,0,0.35172565398988787,0.21982853374367992,0.02198285337436799,0,0,0.2857770938667839,0.48148148148148145,1.4069026159595515,17,47,0.06594856012310397
"Ja Morant","MEM",68,2116,-0.7604394467831526,109.81047937569676,110.57091882247992,25.2396878483835,0.12280701754385964,0.4134078212290503,0.3614457831325301,0.19444444444444445,0.40142729705619984,0.3791257805530776,0.02230151650312221,0.20071364852809992,0.13380909901873328,0.04460303300624442,0,0.02230151650312221,0.22301516503122212,0.5555555555555556,1.2934879571810882,18,40,0.11150758251561106
"Jonas Valanciunas","MEM",71,1879,0.5101648116368693,110.38140944682999,109.87124463519314,19.929275069461987,0.13333333333333333,0.42,0.21323529411764705,0.1875,1.9187073971219388,1.9187073971219388,0,1.1613228982580157,0.7573844988639232,0,0,0,1.2875536480686696,0.6710526315789473,0.7573844988639232,9,21,0.07573844988639232
"Jaren Jackson Jr.","MEM",57,1622,-3.092012046538869,110.00288267512252,113.09489472166138,26.030556356298646,0.15348837209302327,0.4084507042253521,0.29896907216494845,0.375,2.653591000865301,2.5959042399769254,0.05768676088837612,1.9036631093164118,0.6345543697721373,0.05768676088837612,0,0.05768676088837612,1.8171329679838477,0.6847826086956522,1.1537352177675224,22,18,0.08653014133256418
"Kyle Anderson","MEM",68,1357,-2.583519460409775,106.03537981269511,108.61889927310487,12.140131807145334,0.1694915254237288,0.4,0.2982456140350877,0.25,1.3153340256143995,1.142263759086189,0.17307026652821045,0.8653513326410522,0.24229837313949462,0.034614053305642094,0,0.17307026652821045,0.5538248528902735,0.42105263157894735,1.938386985115957,25,31,0.034614053305642094
"Brandon Clarke","MEM",59,1325,-0.40740495378949504,110.22128556375132,110.62869051754082,21.180189673340358,0.15,0.3076923076923077,0.34375,0.2,1.736714136853074,1.736714136853074,0,1.3546370267453978,0.38207711010767625,0,0,0,1.1114970475859673,0.64,1.1114970475859673,10,22,0.10420284821118445
"Jae Crowder","MEM",45,1322,-3.8828056068384313,110.50390347764372,114.38670908448215,14.26543647977289,0.1989247311827957,0.5161290322580645,0.3684210526315789,0.07142857142857142,0.4948745139625309,0.4595263343937787,0.03534817956875221,0.3181336161187699,0.14139271827500885,0,0,0.03534817956875221,0.21208907741251326,0.42857142857142855,1.6613644397313538,15,32,0
"Tyus Jones","MEM",65,1232,-1.3031314949814146,110.16183665788483,111.46496815286623,17.011667293940533,0.2777777777777778,0.29411764705882354,0.32142857142857145,0.125,0.22480329711502436,0.22480329711502436,0,0.07493443237167478,0.14986886474334957,0,0,0,0.11240164855751218,0.5,2.210565754964406,29,30,0
"De'Anthony Melton","MEM",61,1182,6.035917911701517,113.30438215554679,107.26846424384526,15.988945913936044,0.2222222222222222,0.3673469387755102,0.35294117647058826,0.13513513513513514,0.7815552950371238,0.7033997655334114,0.07815552950371239,0.46893317702227433,0.23446658851113716,0,0.039077764751856196,0.039077764751856196,0.4298554122704181,0.55,3.0871434153966395,33,46,0.039077764751856196
"Solomon Hill","MEM",48,901,-2.2227188609771957,111.83246073298429,114.05517959396147,12.61780104712042,0.13333333333333333,0.42857142857142855,0.29411764705882354,0.42857142857142855,0.3643935450286309,0.3643935450286309,0,0.10411244143675169,0.20822488287350338,0.052056220718375845,0,0,0.20822488287350338,0.5714285714285714,1.6137428422696511,9,22,0
"Grayson Allen","MEM",39,741,-5.497704589131473,108.18124606670862,113.67895065584008,18.250471994965388,0.17857142857142858,0.35714285714285715,0.1935483870967742,0.25,0.12492192379762648,0.12492192379762648,0,0,0.12492192379762648,0,0,0,0,0,0.6246096189881324,5,5,0
"Marko Guduric","MEM",44,484,-1.7622433818926027,107.66990291262135,109.43214629451396,14.660194174757281,0.18181818181818182,0.5,0.3333333333333333,0.14285714285714285,0.7699711260827719,0.7699711260827719,0,0.19249278152069296,0.48123195380173245,0.09624639076034648,0,0,0.5774783445620789,0.75,1.1549566891241578,4,8,0
"Josh Jackson","MEM",22,381,3.9290750956323706,112.57706535141801,108.64799025578561,22.071516646115906,0.2391304347826087,0.4,0.3157894736842105,0.25,1.0962241169305724,1.0962241169305724,0,0.730816077953715,0.3654080389768575,0,0,0,0.730816077953715,0.6666666666666666,2.192448233861145,5,13,0.1218026796589525
"Gorgui Dieng","MEM",18,332,-1.5209478382282953,106.55270655270655,108.07365439093485,13.96011396011396,0.08333333333333333,0.2,0.25,0.125,2.691218130311615,2.54957507082153,0.141643059490085,1.9830028328611897,0.56657223796034,0,0,0.141643059490085,1.6997167138810199,0.631578947368421,1.9830028328611897,7,7,0.141643059490085
"Anthony Tolliver","MEM",14,260,12.249057165877872,114.65201465201466,102.40295748613678,11.172161172161172,0.2608695652173913,0.6666666666666666,0,0,0.36968576709796674,0.36968576709796674,0,0.18484288354898337,0.18484288354898337,0,0,0,0.36968576709796674,1,1.2939001848428835,2,5,0
"Bruno Caboclo","MEM",22,192,-1.8136892355274625,102.15827338129496,103.97196261682242,12.470023980815348,0.14285714285714285,0.15384615384615385,0,0,2.803738317757009,2.803738317757009,0,2.102803738317757,0.7009345794392523,0,0,0,1.6355140186915889,0.5833333333333334,2.336448598130841,4,6,0.2336448598130841
"John Konchar","MEM",19,181,6.65850363114339,112.30366492146598,105.64516129032258,8.900523560209423,0,0.16666666666666666,0.5,0,0.8064516129032258,0.8064516129032258,0,0.5376344086021505,0.26881720430107525,0,0,0,0,0,1.881720430107527,6,1,0
"Yuta Watanabe","MEM",18,105,5.45864045864046,105.9090909090909,100.45045045045045,13.636363636363637,0.6,0.4,0.5,0,0.45045045045045046,0.45045045045045046,0,0,0.45045045045045046,0,0,0,0.45045045045045046,1,2.2522522522522523,2,3,0
"Jordan Bell","MEM",2,21,0,127.65957446808511,127.65957446808511,21.27659574468085,1,0,1,0.5,0,0,0,0,0,0,0,0,0,0,2.127659574468085,1,0,0
"Jarrod Uthoff","MEM",4,14,28.70370370370371,124.99999999999999,96.29629629629629,7.142857142857143,0.75,1,1,0,0,0,0,0,0,0,0,0,0,0,3.7037037037037037,1,0,0
"Dusty Hannahs","MEM",2,13,17.24137931034481,144.82758620689657,127.58620689655173,41.37931034482759,0,0,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
