"Name","TeamAbbreviation","GamesPlayed","Minutes","PlusMinus","OnOffRtg","OnDefRtg","FirstChancePoints","ThreePtOffReboundedPct","AtRimOffReboundedPct","ShortMidRangeOffReboundedPct","LongMidRangeOffReboundedPct","Blocks","Blocked2s","Blocked3s","BlockedAtRim","BlockedShortMidRange","BlockedLongMidRange","BlockedCorner3","BlockedArc3","RecoveredBlocks","BlocksRecoveredPct","Steals","LostBallSteals","BadPassSteals","DefensiveGoaltends"
"Tobias Harris","PHI",76,2618,2.364690467055766,112.1331828442438,109.76849237718802,24.548532731376977,0.2170212765957447,0.36507936507936506,0.3021978021978022,0.2523364485981308,0.7716920760399021,0.7716920760399021,0,0.4329004329004329,0.33879164313946925,0,0,0,0.48936570675701113,0.6341463414634146,1.0351966873706004,27,28,0.03764351590438547
"Al Horford","PHI",71,2154,1.8718800418549222,111.88320507016749,110.01132502831257,16.636487098234497,0.2074468085106383,0.40384615384615385,0.2653061224489796,0.1875,1.4949037372593432,1.3590033975084939,0.13590033975084936,0.8154020385050963,0.47565118912797283,0.06795016987542468,0.09060022650056625,0.045300113250283124,0.8380520951302378,0.5606060606060606,1.2004530011325028,16,37,0.045300113250283124
"Ben Simmons","PHI",57,2017,1.4554164353707932,110.53763440860214,109.08221797323135,19.97610513739546,0,0.3150684931506849,0.30357142857142855,0.2857142857142857,0.7887189292543021,0.7409177820267686,0.04780114722753346,0.3824091778202677,0.3107074569789675,0.04780114722753346,0,0.04780114722753346,0.43021032504780116,0.5454545454545454,2.844168260038241,50,69,0.04780114722753346
"Josh Richardson","PHI",59,1837,1.9110484754706505,111.86531266702298,109.95426419155233,20.256547300908604,0.3409090909090909,0.4,0.3333333333333333,0.32,1.022329835889158,0.8878127522195319,0.13451708366962603,0.3766478342749529,0.26903416733925206,0.24213075060532688,0.026903416733925208,0.10761366693570083,0.5918751681463545,0.5789473684210527,1.4527845036319613,22,32,0.026903416733925208
"Joel Embiid","PHI",55,1651,3.009293888723988,110.28148148148148,107.2721875927575,31.94074074074074,0.1271186440677966,0.47297297297297297,0.2127659574468085,0.16981132075471697,2.0777678836449986,2.048085485307213,0.029682398337785694,1.3060255268625705,0.7420599584446423,0,0.029682398337785694,0,1.365390323538142,0.6571428571428571,1.5138023152270703,10,41,0.11872959335114278
"Furkan Korkmaz","PHI",76,1599,3.030356785796613,112.08559373116336,109.05523694536673,19.68053044002411,0.21226415094339623,0.35714285714285715,0.32,0.07692307692307693,0.48294597041955933,0.48294597041955933,0,0.3018412315122246,0.12073649260488983,0.06036824630244492,0,0,0.3622094778146695,0.75,1.2677331723513432,8,34,0
"Matisse Thybulle","PHI",69,1363,1.1100696270216872,110.39426523297492,109.28419560595323,10.32258064516129,0.24752475247524752,0.46875,0.3333333333333333,0.2222222222222222,1.700921332388377,0.9213323883770376,0.7795889440113395,0.24805102763997164,0.4961020552799433,0.1771793054571226,0.1771793054571226,0.6024096385542169,1.0630758327427356,0.625,3.401842664776754,38,58,0
"Mike Scott","PHI",72,1227,6.4131209464189,114.41152922337871,107.99840827695981,13.89111289031225,0.25,0.20689655172413793,0.391304347826087,0.23076923076923078,0.19896538002387584,0.19896538002387584,0,0.1193792280143255,0.07958615200955034,0,0,0,0.19896538002387584,1,0.8754476721050537,8,14,0
"Shake Milton","PHI",44,931,-1.0057974446899607,116.00423953365129,117.01003697834126,20.932697403285637,0.2087912087912088,0.34615384615384615,0.45714285714285713,0.25,0.369783412572636,0.369783412572636,0,0.31695721077654515,0.05282620179609086,0,0,0,0.15847860538827258,0.42857142857142855,1.1621764395139988,7,15,0
"James Ennis III","PHI",49,776,1.7127101972329513,114.2049025769956,112.49219237976264,15.273412947831552,0.29850746268656714,0.3333333333333333,0.35714285714285715,0.6666666666666666,0.8744534665833854,0.8744534665833854,0,0.49968769519050593,0.3747657713928795,0,0,0,0.6870705808869456,0.7857142857142857,1.4366021236727045,9,14,0
"Raul Neto","PHI",56,693,0.9140364536543473,106.63841807909604,105.7243816254417,18.149717514124294,0.2641509433962264,0.42424242424242425,0.3103448275862069,0,0.42402826855123676,0.35335689045936397,0.0706713780918728,0.2826855123674912,0,0.0706713780918728,0,0.0706713780918728,0.2826855123674912,0.6666666666666666,1.7667844522968197,10,15,0
"Alec Burks","PHI",22,459,1.9404155684050153,110.4077253218884,108.46730975348339,24.678111587982833,0.22641509433962265,0.42857142857142855,0.4827586206896552,0.2727272727272727,0.3215434083601286,0.3215434083601286,0,0,0.21436227224008575,0.10718113612004287,0,0,0,0,1.3933547695605573,6,7,0
"Trey Burke","PHI",25,329,4.702437364827091,114.26356589147287,109.56112852664577,20.310077519379846,0.2857142857142857,0.2,0.4444444444444444,0.25,0.15673981191222572,0.15673981191222572,0,0,0.15673981191222572,0,0,0,0,0,1.09717868338558,3,4,0
"Kyle O'Quinn","PHI",30,318,-5.224799786946676,109.10493827160494,114.32973805855161,12.037037037037036,0.25,0.3333333333333333,0.4,0.3333333333333333,3.6979969183359014,3.5439137134052388,0.15408320493066255,2.3112480739599386,1.2326656394453004,0,0.15408320493066255,0,2.157164869029276,0.5833333333333334,1.078582434514638,1,6,0
"Glenn Robinson III","PHI",14,270,0.027488540921495996,123.03473491773309,123.00724637681161,17.36745886654479,0.3333333333333333,0.25,0.3,0.16666666666666666,0.36231884057971014,0.36231884057971014,0,0.18115942028985507,0.18115942028985507,0,0,0,0.18115942028985507,0.5,1.6304347826086956,3,6,0
