"Name","TeamAbbreviation","GamesPlayed","Minutes","Turnovers","LiveBallTurnovers","DeadBallTurnovers","LiveBallTurnoverPct","LostBallTurnovers","LostBallOutOfBoundsTurnovers","BadPassTurnovers","BadPassOutOfBoundsTurnovers","Travels","3SecondViolations","StepOutOfBoundsTurnovers","OffensiveGoaltends"
"Nikola Jokic","DEN",78,2523,4.737261146496815,2.945859872611465,1.7914012738853504,0.6218487394957983,0.9753184713375797,0.1393312101910828,1.9705414012738853,0.8359872611464968,0.2786624203821656,0.019904458598726114,0,0.019904458598726114
"Jamal Murray","DEN",64,2086,3.2250300842358604,2.286401925391095,0.9386281588447654,0.7089552238805971,0.6979542719614922,0.09626955475330927,1.5884476534296028,0.21660649819494585,0.2888086642599278,0,0.024067388688327317,0
"Jerami Grant","DEN",76,2060,1.7166344294003868,0.6769825918762089,1.039651837524178,0.39436619718309857,0.2901353965183752,0.09671179883945841,0.38684719535783363,0.19342359767891681,0.12088974854932302,0,0.048355899419729204,0.024177949709864602
"Will Barton","DEN",58,1916,2.2821576763485476,1.2448132780082988,1.037344398340249,0.5454545454545454,0.33713692946058094,0.15560165975103735,0.9076763485477178,0.25933609958506226,0.15560165975103735,0,0.025933609958506226,0
"Gary Harris","DEN",56,1780,1.6896648831315122,0.9574767671078569,0.7321881160236553,0.5666666666666667,0.36609405801182765,0.11264432554210081,0.5913827090960293,0.11264432554210081,0.14080540692762603,0,0.056322162771050406,0
"Monte Morris","DEN",78,1767,1.586859688195991,1.030066815144766,0.5567928730512249,0.6491228070175439,0.2505567928730512,0.0556792873051225,0.779510022271715,0.27839643652561247,0.08351893095768374,0,0.02783964365256125,0
"Paul Millsap","DEN",56,1359,2.7757216876387862,1.147298297557365,1.6284233900814211,0.41333333333333333,0.6291635825314582,0.25906735751295334,0.5181347150259067,0.25906735751295334,0.33308660251665434,0.037009622501850484,0,0
"Torrey Craig","DEN",63,1186,1.2473118279569892,0.5591397849462365,0.6881720430107527,0.4482758620689655,0.12903225806451613,0.043010752688172046,0.43010752688172044,0.12903225806451613,0.12903225806451613,0,0,0.043010752688172046
"Mason Plumlee","DEN",66,1108,3.796337650736936,1.8758374274229568,1.9205002233139794,0.49411764705882355,0.31263957123715946,0.13398838767306834,1.5631978561857973,0.4466279589102278,0.2233139794551139,0.2233139794551139,0.08932559178204555,0
"Michael Porter Jr.","DEN",60,1040,2.545968882602546,0.9900990099009901,1.5558698727015559,0.3888888888888889,0.3771805752003772,0.14144271570014144,0.6129184347006129,0.33003300330033003,0.14144271570014144,0.04714757190004715,0.23573785950023574,0.0942951438000943
"Malik Beasley","DEN",41,746,2.349869451697128,1.0443864229765014,1.3054830287206267,0.4444444444444444,0.5221932114882507,0.26109660574412535,0.5221932114882507,0.195822454308094,0.195822454308094,0,0,0
"PJ Dozier","DEN",33,492,3.1093279839518555,1.60481444332999,1.5045135406218655,0.5161290322580645,0.30090270812437314,0.20060180541624875,1.3039117352056169,0.5015045135406219,0.10030090270812438,0,0.10030090270812438,0
"Juancho Hernangomez","DEN",34,422,2.0431328036322363,0.7945516458569807,1.2485811577752555,0.3888888888888889,0,0.340522133938706,0.7945516458569807,0.22701475595913734,0.22701475595913734,0,0,0
"Keita Bates-Diop","DEN",9,114,1.3333333333333333,1.3333333333333333,0,1,0,0,1.3333333333333333,0,0,0,0,0
"Bol Bol","DEN",8,100,5.583756345177665,3.045685279187817,2.5380710659898478,0.5454545454545454,1.5228426395939085,0,1.5228426395939085,0,0.5076142131979695,0,1.015228426395939,0
"Troy Daniels","DEN",9,95,1.5228426395939085,0.5076142131979695,1.015228426395939,0.3333333333333333,0,0,0.5076142131979695,0,0.5076142131979695,0,0,0
"Vlatko Cancar","DEN",14,45,3.2967032967032965,2.197802197802198,1.098901098901099,0.6666666666666666,0,0,2.197802197802198,0,0,0,0,0
"Jarred Vanderbilt","DEN",9,41,7.6923076923076925,4.395604395604396,3.2967032967032965,0.5714285714285714,1.098901098901099,0,3.2967032967032965,0,1.098901098901099,0,0,1.098901098901099
"Noah Vonleh","DEN",8,33,2.898550724637681,1.4492753623188406,1.4492753623188406,0.5,1.4492753623188406,0,0,0,0,0,1.4492753623188406,0
"Jordan McRae","DEN",4,32,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cook","DEN",3,23,4.3478260869565215,2.1739130434782608,2.1739130434782608,0.5,2.1739130434782608,0,0,0,2.1739130434782608,0,0,0
