"Name","TeamAbbreviation","GamesPlayed","Minutes","Turnovers","LiveBallTurnovers","DeadBallTurnovers","LiveBallTurnoverPct","LostBallTurnovers","LostBallOutOfBoundsTurnovers","BadPassTurnovers","BadPassOutOfBoundsTurnovers","Travels","3SecondViolations","StepOutOfBoundsTurnovers","OffensiveGoaltends"
"Josh Okogie","MIN",62,1547,2.607132154629907,1.5582858855259214,1.0488462691039857,0.5977011494252874,0.719208870242733,0.2097692538207971,0.8390770152831885,0.2097692538207971,0.17980221756068324,0.029967036260113874,0,0
"Jarrett Culver","MIN",63,1506,2.5108493490390575,1.2089274643521388,1.3019218846869187,0.48148148148148145,0.4339739615623063,0.1859888406695598,0.7749535027898327,0.21698698078115314,0.21698698078115314,0,0.0929944203347799,0
"Andrew Wiggins","MIN",42,1455,3.469520103761349,1.9455252918287937,1.523994811932555,0.5607476635514018,1.1348897535667963,0.2918287937743191,0.8106355382619974,0.35667963683527887,0.2594033722438392,0.0324254215304799,0.0648508430609598,0
"Robert Covington","MIN",48,1411,2.440655299231026,1.1367435640254095,1.3039117352056169,0.4657534246575342,0.4680708793045804,0.10030090270812438,0.6686726847208292,0.4012036108324975,0.5015045135406219,0,0.03343363423604146,0
"Karl-Anthony Towns","MIN",35,1187,4.313725490196078,2.0392156862745097,2.2745098039215685,0.4727272727272727,0.7058823529411765,0.11764705882352941,1.3333333333333333,0.43137254901960786,0.43137254901960786,0.0784313725490196,0.0392156862745098,0.0392156862745098
"Jeff Teague","MIN",34,945,3.76051459673429,2.1771400296882732,1.5833745670460169,0.5789473684210527,0.7916872835230084,0.29688273132112813,1.3854527461652648,0.7422068283028204,0.14844136566056407,0,0,0
"Shabazz Napier","MIN",36,856,4.175824175824176,2.4725274725274726,1.7032967032967032,0.5921052631578947,0.7142857142857143,0.38461538461538464,1.7582417582417582,0.8791208791208791,0.27472527472527475,0,0.054945054945054944,0
"Gorgui Dieng","MIN",46,778,2.7380211574362168,0.9956440572495333,1.7423771001866832,0.36363636363636365,0.4355942750466708,0,0.5600497822028625,0.24891101431238333,0.9334163036714375,0,0.06222775357809583,0
"Treveon Graham","MIN",33,663,1.3659237958303379,0.2875629043853343,1.0783608914450036,0.21052631578947367,0.14378145219266714,0.07189072609633357,0.14378145219266714,0.07189072609633357,0.503235082674335,0,0.35945363048166784,0
"Keita Bates-Diop","MIN",37,646,1.0226442658875092,0.5113221329437546,0.5113221329437546,0.5,0.36523009495982467,0,0.14609203798392986,0.14609203798392986,0.2191380569758948,0,0,0
"Jordan McLaughlin","MIN",30,590,2.4256651017214397,1.7214397496087637,0.704225352112676,0.7096774193548387,0.39123630672926446,0.1564945226917058,1.3302034428794993,0.2347417840375587,0.0782472613458529,0,0,0
"Jake Layman","MIN",23,505,2.1314387211367674,0.7992895204262878,1.3321492007104796,0.375,0.2664298401420959,0,0.5328596802841918,0.3552397868561279,0.5328596802841918,0,0.08880994671403197,0
"Naz Reid","MIN",30,495,2.0637898686679175,0.9380863039399625,1.125703564727955,0.45454545454545453,0.6566604127579737,0,0.28142589118198874,0.28142589118198874,0.18761726078799248,0,0.09380863039399624,0.09380863039399624
"Kelan Martin","MIN",31,495,1.858736059479554,0.6505576208178439,1.20817843866171,0.35,0.37174721189591076,0.09293680297397769,0.2788104089219331,0,0.5576208178438662,0,0.37174721189591076,0
"Malik Beasley","MIN",14,463,2.0792079207920793,1.5841584158415842,0.49504950495049505,0.7619047619047619,0.39603960396039606,0.19801980198019803,1.188118811881188,0,0.09900990099009901,0,0,0
"Juancho Hernangomez","MIN",14,411,1.543550165380375,1.1025358324145536,0.4410143329658214,0.7142857142857143,0.33076074972436603,0,0.7717750826901875,0,0,0.11025358324145534,0,0
"D'Angelo Russell","MIN",12,392,5.281285878300804,3.5591274397244548,1.722158438576349,0.6739130434782609,1.2629161882893227,0.34443168771526983,2.296211251435132,1.0332950631458093,0.1148105625717566,0,0,0
"Noah Vonleh","MIN",29,347,2.5367156208277706,1.2016021361815754,1.335113484646195,0.47368421052631576,0.40053404539385845,0,0.8010680907877169,0.26702269692923897,0,0,0.13351134846461948,0
"James Johnson","MIN",14,338,4.394141145139813,2.396804260985353,1.9973368841544608,0.5454545454545454,0.9320905459387483,0.2663115845539281,1.4647137150466045,0.9320905459387483,0.2663115845539281,0,0,0
"Jordan Bell","MIN",27,235,3.585657370517928,1.9920318725099602,1.593625498007968,0.5555555555555556,0.9960159362549801,0.398406374501992,0.9960159362549801,0.5976095617529881,0.199203187250996,0,0,0
"Jaylen Nowell","MIN",15,151,0.9009009009009009,0.3003003003003003,0.6006006006006006,0.3333333333333333,0,0,0.3003003003003003,0.3003003003003003,0.3003003003003003,0,0,0
"Allen Crabbe","MIN",9,131,1.7064846416382253,1.023890784982935,0.6825938566552902,0.6,0.6825938566552902,0.3412969283276451,0.3412969283276451,0.3412969283276451,0,0,0,0
"Jarred Vanderbilt","MIN",2,5,0,0,0,0,0,0,0,0,0,0,0,0
"Jacob Evans","MIN",2,4,0,0,0,0,0,0,0,0,0,0,0,0
