"Name","TeamAbbreviation","GamesPlayed","Minutes","Turnovers","LiveBallTurnovers","DeadBallTurnovers","LiveBallTurnoverPct","LostBallTurnovers","LostBallOutOfBoundsTurnovers","BadPassTurnovers","BadPassOutOfBoundsTurnovers","Travels","3SecondViolations","StepOutOfBoundsTurnovers","OffensiveGoaltends"
"Dillon Brooks","MEM",74,2150,2.7204914436156207,1.5577007459412022,1.1627906976744187,0.5725806451612904,0.5046072838964458,0.153576129881527,1.0530934620447565,0.0877577885037297,0.26327336551118913,0,0.04387889425186485,0
"Ja Morant","MEM",68,2116,5.083612040133779,3.1661092530657746,1.9175027870680044,0.6228070175438597,1.0256410256410255,0.26755852842809363,2.140468227424749,0.7134894091415831,0.4459308807134894,0,0.08918617614269789,0
"Jonas Valanciunas","MEM",71,1879,3.2331396817378124,1.4650164182874463,1.7681232634503663,0.453125,0.8335438241980299,0.15155342258145996,0.6314725940894165,0.3031068451629199,0.2525890376357666,0.10103561505430664,0,0.15155342258145996
"Jaren Jackson Jr.","MEM",57,1622,2.8538483712885556,0.9801095416546555,1.8737388296339001,0.3434343434343434,0.49005477082732773,0.11530700490054771,0.49005477082732773,0.11530700490054771,0.37474776592678005,0.028826751225136928,0.14413375612568463,0.028826751225136928
"Kyle Anderson","MEM",68,1357,2.497398543184183,1.1446409989594173,1.352757544224766,0.4583333333333333,0.45091918140825527,0.2774887270204648,0.693721817551162,0.5896635449184877,0.1387443635102324,0.0346860908775581,0.0346860908775581,0
"Brandon Clarke","MEM",59,1325,1.966982788900597,0.9834913944502985,0.9834913944502985,0.5,0.4214963119072708,0.07024938531787847,0.5619950825430278,0.2107481559536354,0.035124692658939236,0,0.1053740779768177,0.1053740779768177
"Jae Crowder","MEM",45,1322,1.9162526614620299,1.0645848119233499,0.8516678495386799,0.5555555555555556,0.28388928317955997,0.10645848119233499,0.7806955287437899,0.319375443577005,0.177430801987225,0,0.035486160397444996,0
"Tyus Jones","MEM",65,1232,2.0700037636432067,1.3925479864508845,0.6774557771923222,0.6727272727272727,0.22581859239744073,0.03763643206624012,1.1667293940534438,0.301091456529921,0.1505457282649605,0,0.03763643206624012,0
"De'Anthony Melton","MEM",61,1182,3.316225819186735,2.329253849190683,0.9869719699960521,0.7023809523809523,0.7106198183971575,0.11843663639952626,1.6186340307935254,0.23687327279905251,0.513225424397947,0,0.03947887879984208,0
"Solomon Hill","MEM",48,901,2.094240837696335,1.3089005235602094,0.7853403141361257,0.625,0.2617801047120419,0.05235602094240838,1.0471204188481675,0.2094240837696335,0.10471204188481675,0,0.05235602094240838,0
"Grayson Allen","MEM",39,741,2.202643171806167,1.5733165512901195,0.6293266205160478,0.7142857142857143,0.5034612964128382,0.06293266205160478,1.0698552548772813,0.18879798615481436,0.18879798615481436,0,0.12586532410320955,0
"Marko Guduric","MEM",44,484,3.495145631067961,1.8446601941747574,1.6504854368932038,0.5277777777777778,0.3883495145631068,0.0970873786407767,1.4563106796116505,0.0970873786407767,1.1650485436893203,0,0.0970873786407767,0
"Josh Jackson","MEM",22,381,3.4525277435265105,2.096177558569667,1.3563501849568433,0.6071428571428571,0.2466091245376079,0,1.8495684340320593,0.4932182490752158,0.12330456226880394,0,0.2466091245376079,0
"Gorgui Dieng","MEM",18,332,2.2792022792022792,0.5698005698005698,1.7094017094017093,0.25,0.14245014245014245,0.2849002849002849,0.42735042735042733,0.14245014245014245,0.8547008547008547,0,0,0
"Anthony Tolliver","MEM",14,260,1.6483516483516483,0.7326007326007326,0.9157509157509157,0.4444444444444444,0.18315018315018314,0,0.5494505494505495,0,0.18315018315018314,0,0,0
"Bruno Caboclo","MEM",22,192,1.6786570743405276,0.9592326139088729,0.7194244604316546,0.5714285714285714,0.47961630695443647,0,0.47961630695443647,0.23980815347721823,0,0,0,0
"John Konchar","MEM",19,181,1.8324607329842932,1.3089005235602094,0.5235602094240838,0.7142857142857143,0.2617801047120419,0,1.0471204188481675,0.2617801047120419,0.2617801047120419,0,0,0
"Yuta Watanabe","MEM",18,105,0.9090909090909091,0,0.9090909090909091,0,0,0.9090909090909091,0,0,0,0,0,0
"Jordan Bell","MEM",2,21,6.382978723404255,4.25531914893617,2.127659574468085,0.6666666666666666,0,0,4.25531914893617,0,0,0,2.127659574468085,0
"Jarrod Uthoff","MEM",4,14,0,0,0,0,0,0,0,0,0,0,0,0
"Dusty Hannahs","MEM",2,13,0,0,0,0,0,0,0,0,0,0,0,0
