"Name","TeamAbbreviation","GamesPlayed","Minutes","OffPoss","Points","FG2M","FG2A","Fg2Pct","FG3M","FG3A","Fg3Pct","NonHeaveFg3Pct","FtPoints","PtsAssisted2s","PtsUnassisted2s","PtsAssisted3s","PtsUnassisted3s","Assisted2sPct","NonPutbacksAssisted2sPct","Assisted3sPct","FG3APct","ShotQualityAvg","EfgPct","TsPct","PtsPutbacks","Fg2aBlocked","FG2APctBlocked","Fg3aBlocked","FG3APctBlocked","Usage"
"Josh Okogie","MIN",62,1547,3337,15.972430326640696,3.86574767755469,7.311956847467785,0.5286885245901639,1.228648486664669,4.614923584057537,0.2662337662337662,0.2662337662337662,4.554989511537309,4.25531914893617,3.4761762061732093,3.4162421336529816,0.2697033263410249,0.5503875968992248,0.6339285714285714,0.926829268292683,0.3869346733668342,0.5572947236180905,0.478643216080402,0.5485537190082644,1.0188792328438718,1.0188792328438718,0.13934426229508196,0.029967036260113874,0.006493506493506494,15.20234291799787
"Jarrett Culver","MIN",63,1506,3226,17.978921264724118,5.083694978301302,10.78735275883447,0.47126436781609193,2.045877247365158,6.85058896466212,0.2986425339366516,0.3,1.6738995660260385,4.02975821450713,6.137631742095475,4.6497210167389955,1.4879107253564785,0.39634146341463417,0.4482758620689655,0.7575757575757576,0.3884007029876977,0.5438763204225352,0.46221441124780316,0.4662379421221865,1.1779293242405455,1.5809051456912586,0.14655172413793102,0.06199628022318661,0.00904977375565611,19.207650273224044
"Andrew Wiggins","MIN",42,1455,3084,30.544747081712064,8.430609597924773,16.699092088197148,0.5048543689320388,2.9507133592736707,8.916990920881972,0.33090909090909093,0.33090909090909093,4.831387808041504,6.160830090791181,10.700389105058365,6.517509727626459,2.3346303501945527,0.36538461538461536,0.38,0.7362637362637363,0.34810126582278483,0.5075217363751584,0.5018987341772152,0.5352673492605233,0.648508430609598,1.4591439688715953,0.08737864077669903,0,0,28.21173104434907
"Robert Covington","MIN",48,1411,2991,20.561685055165498,3.6108324974924773,6.151788699431628,0.5869565217391305,3.6108324974924773,10.431293881644935,0.34615384615384615,0.34951456310679613,2.507522567703109,5.549983283182882,1.6716817118020728,9.62888665997994,1.2036108324974926,0.7685185185185185,0.8058252427184466,0.8888888888888888,0.6290322580645161,0.5443968559837729,0.5443548387096774,0.5747663551401869,0.3343363423604146,0.3343363423604146,0.05434782608695652,0.13373453694416584,0.01282051282051282,18.009478672985782
"Karl-Anthony Towns","MIN",35,1187,2550,36.31372549019608,7.921568627450981,13.529411764705882,0.5855072463768116,4.470588235294118,10.862745098039216,0.41155234657039713,0.41155234657039713,7.0588235294117645,8,7.8431372549019605,10.941176470588236,2.4705882352941178,0.504950495049505,0.6296296296296297,0.8157894736842105,0.4453376205787781,0.5386824758842443,0.5996784565916399,0.645774647887324,3.1372549019607843,1.3333333333333333,0.09855072463768116,0.0784313725490196,0.007220216606498195,28.511821974965226
"Jeff Teague","MIN",34,945,2021,22.167243938644237,5.541810984661059,11.726867887184563,0.47257383966244726,1.6328550222662048,4.304799604156358,0.3793103448275862,0.38372093023255816,6.185056902523503,1.4844136566056407,9.599208312716478,2.078179119247897,2.8203859475507174,0.13392857142857142,0.13761467889908258,0.42424242424242425,0.26851851851851855,0.505227950310559,0.4984567901234568,0.574025974025974,0.29688273132112813,1.2370113805047007,0.10548523206751055,0.04948045522018803,0.011494252873563218,20.525378450578806
"Shabazz Napier","MIN",36,856,1820,19.065934065934066,3.681318681318681,6.813186813186813,0.5403225806451613,2.5824175824175826,8.736263736263735,0.29559748427672955,0.29559748427672955,3.956043956043956,1.4285714285714286,5.934065934065934,3.956043956043956,3.791208791208791,0.19402985074626866,0.2,0.5106382978723404,0.5618374558303887,0.5321162544169611,0.48586572438162545,0.5391849529780565,0.21978021978021978,0.6043956043956044,0.08870967741935484,0,0,19.16545366327026
"Gorgui Dieng","MIN",46,778,1607,21.21966397013068,4.853764779091475,9.769757311761046,0.4968152866242038,2.8624766645924082,7.4673304293715,0.38333333333333336,0.38333333333333336,2.924704418170504,6.72059738643435,2.9869321717485997,8.400746733042936,0.18668326073428748,0.6923076923076923,0.7941176470588235,0.9782608695652174,0.4332129963898917,0.5331065217391305,0.5306859205776173,0.559016393442623,1.2445550715619167,0.9956440572495333,0.10191082802547771,0.06222775357809583,0.008333333333333333,19.141914191419144
"Treveon Graham","MIN",33,663,1391,12.293314162473042,3.01941049604601,6.6139468008626885,0.45652173913043476,1.4378145219266714,5.966930265995686,0.24096385542168675,0.24096385542168675,1.9410496046010064,3.7383177570093458,2.300503235082674,4.097771387491013,0.21567217828900073,0.6190476190476191,0.7027027027027027,0.95,0.4742857142857143,0.5407965714285714,0.4114285714285714,0.4453125,0.7189072609633357,1.2940330697340043,0.1956521739130435,0.07189072609633357,0.012048192771084338,13.448056086679413
"Keita Bates-Diop","MIN",37,646,1369,18.3345507669832,4.090577063550037,8.181154127100074,0.5,2.264426588750913,6.866325785244705,0.32978723404255317,0.32978723404255317,3.3601168736303872,5.405405405405405,2.7757487216946677,6.574141709276844,0.2191380569758948,0.6607142857142857,0.8043478260869565,0.967741935483871,0.4563106796116505,0.5478679611650485,0.4975728155339806,0.5363247863247863,1.4609203798392987,1.0226442658875092,0.125,0.07304601899196493,0.010638297872340425,16.114359974009098
