"Name","TeamAbbreviation","GamesPlayed","Minutes","OffPoss","Points","FG2M","FG2A","Fg2Pct","FG3M","FG3A","Fg3Pct","NonHeaveFg3Pct","FtPoints","PtsAssisted2s","PtsUnassisted2s","PtsAssisted3s","PtsUnassisted3s","Assisted2sPct","NonPutbacksAssisted2sPct","Assisted3sPct","FG3APct","ShotQualityAvg","EfgPct","TsPct","PtsPutbacks","Fg2aBlocked","FG2APctBlocked","Fg3aBlocked","FG3APctBlocked","Usage"
"Trae Young","ATL",60,2120,4578,38.837920489296636,7.44866754041066,14.875491480996068,0.5007342143906021,4.477937964176497,12.407164700742682,0.3609154929577465,0.35978835978835977,10.506771515945827,2.4027959807776322,12.494539100043687,3.99737876802097,9.436435124508519,0.16129032258064516,0.1632047477744807,0.2975609756097561,0.45476381104883906,0.5033935102040816,0.5192153722978383,0.5939189189189189,0.17474879860200962,1.5508955875928352,0.10425844346549193,0.1965923984272608,0.01584507042253521,34.498242873877395
"De'Andre Hunter","ATL",63,2018,4280,18.177570093457945,4.018691588785047,8.855140186915888,0.45382585751978893,2.5233644859813085,7.102803738317757,0.35526315789473684,0.3576158940397351,2.5700934579439254,4.5327102803738315,3.5046728971962615,7.149532710280374,0.4205607476635514,0.563953488372093,0.5914634146341463,0.9444444444444444,0.445095168374817,0.5202162995594714,0.4890190336749634,0.5207496653279786,0.37383177570093457,1.1214953271028036,0.1266490765171504,0.14018691588785046,0.019736842105263157,17.642175176421752
"Kevin Huerter","ATL",56,1760,3743,18.274111675126903,3.339567192091905,7.373764360138926,0.4528985507246377,3.3930002671653754,8.92332353726957,0.38023952095808383,0.3813813813813814,1.4159764894469677,2.6182206786000535,4.060913705583756,8.656158161902217,1.5228426395939085,0.392,0.4083333333333333,0.8503937007874016,0.5475409836065573,0.5163274220032841,0.5172131147540984,0.5345368916797488,0.2671653753673524,0.4007480630510286,0.05434782608695652,0.08014961261020571,0.008982035928143712,17.23069590085796
"Cam Reddish","ATL",58,1551,3325,18.345864661654137,3.9097744360902253,9.142857142857142,0.4276315789473684,2.4962406015037595,7.518796992481203,0.332,0.332,3.037593984962406,3.969924812030075,3.8496240601503757,6.496240601503759,0.9924812030075187,0.5076923076923077,0.5409836065573771,0.8674698795180723,0.45126353790613716,0.5294175090252707,0.45938628158844763,0.49836601307189543,0.48120300751879697,1.5338345864661653,0.16776315789473684,0.09022556390977443,0.012,18.898690189788827
"John Collins","ATL",41,1363,2906,30.454232622161047,10.116999311768755,15.760495526496904,0.6419213973799127,2.0302821748107363,5.058499655884377,0.4013605442176871,0.4041095890410959,4.129387474191328,15.141087405368204,5.092911218169305,5.884377150722643,0.20646937370956642,0.7482993197278912,0.8661417322834646,0.9661016949152542,0.24297520661157024,0.557839155629139,0.6322314049586777,0.6616766467065869,2.752924982794219,1.7894012388162424,0.11353711790393013,0.06882312456985547,0.013605442176870748,22.805402087170044
"DeAndre' Bembry","ATL",43,915,1961,12.697603263641,4.5385007649158595,8.312085670576236,0.5460122699386503,0.7649158592554819,3.3146353901070884,0.23076923076923078,0.23809523809523808,1.3258541560428352,5.303416624171341,3.7735849056603774,2.294747577766446,0,0.5842696629213483,0.6341463414634146,1,0.2850877192982456,0.5657634955752212,0.48903508771929827,0.4960159362549801,0.7139214686384497,0.9178990311065782,0.11042944785276074,0,0,14.046973803071364
"Damian Jones","ATL",55,887,1879,16.285258116019158,6.333155934007451,8.994145822245876,0.7041420118343196,0.10643959552953698,0.47897817988291647,0.2222222222222222,0.2222222222222222,3.2996274614156467,10.431080361894624,2.2352315061202765,0.31931878658861096,0,0.8235294117647058,0.9607843137254902,1,0.05056179775280899,0.6099308988764045,0.6853932584269663,0.7018348623853211,1.809473124002129,1.3304949441192124,0.14792899408284024,0,0,11.655566127497622
"Vince Carter","ATL",60,876,1874,15.901814300960512,2.454642475987193,5.44290288153682,0.45098039215686275,3.255069370330843,10.779082177161152,0.30198019801980197,0.30198019801980197,1.2273212379935965,2.2411953041622197,2.6680896478121663,8.484525080042689,1.2806830309498398,0.45652173913043476,0.4883720930232558,0.8688524590163934,0.6644736842105263,0.5124354785478549,0.45230263157894735,0.47003154574132494,0.32017075773745995,0.26680896478121663,0.049019607843137254,0.05336179295624333,0.0049504950495049506,16.835016835016837
"Jabari Parker","ATL",32,837,1783,26.920919798093102,9.366236679753225,15.591699383062254,0.6007194244604317,1.7386427369601796,6.449803701626473,0.26956521739130435,0.2743362831858407,2.9725182277061135,11.104879416713404,7.6275939427930455,5.047672462142456,0.16825574873808188,0.592814371257485,0.678082191780822,0.967741935483871,0.2926208651399491,0.5582750639386189,0.5432569974554707,0.5660377358490566,2.3555804823331465,1.79472798653954,0.11510791366906475,0,0,24.115595416043845
"Alex Len","ATL",40,745,1580,22.088607594936708,8.10126582278481,12.91139240506329,0.6274509803921569,0.8860759493670886,3.5443037974683542,0.25,0.25,3.2278481012658227,11.89873417721519,4.30379746835443,2.6582278481012658,0,0.734375,0.9038461538461539,1,0.2153846153846154,0.5619146153846154,0.573076923076923,0.5855704697986577,3.037974683544304,1.139240506329114,0.08823529411764706,0,0,18.88701517706577
