"Name","TeamAbbreviation","GamesPlayed","Minutes","ShotQualityAvg","AtRimFG3AFrequency","Avg2ptShotDistance","Avg3ptShotDistance","AtRimFGM","AtRimFGA","AtRimFrequency","AtRimAccuracy","AtRimPctAssisted","AtRimPctBlocked","ShortMidRangeFGM","ShortMidRangeFGA","ShortMidRangeFrequency","ShortMidRangeAccuracy","ShortMidRangePctAssisted","ShortMidRangePctBlocked","LongMidRangeFGM","LongMidRangeFGA","LongMidRangeFrequency","LongMidRangeAccuracy","LongMidRangePctAssisted","LongMidRangePctBlocked","Corner3FGM","Corner3FGA","Corner3Frequency","Corner3Accuracy","Corner3PctAssisted","Corner3PctBlocked","Arc3FGM","Arc3FGA","Arc3Frequency","Arc3Accuracy","Arc3PctAssisted","Arc3PctBlocked","NonHeaveArc3FGM","NonHeaveArc3FGA","NonHeaveArc3Accuracy","HeaveAttempts","HeaveMakes"
"James Harden","HOU",72,2633,0.5252281971303805,0.8347880299251871,4.018758815232722,26.684916201117318,5.1810684833273575,7.959842237361062,0.27680798004987534,0.6509009009009009,0.14186851211072665,0.10810810810810811,1.7569021154535676,4.410182861240588,0.15336658354114713,0.3983739837398374,0.1326530612244898,0.14634146341463414,0.16134815346002152,0.3406238795267121,0.011845386533665835,0.47368421052631576,0.1111111111111111,0,0.2689135891000359,0.7350304768734314,0.025561097256857856,0.36585365853658536,0.3333333333333333,0.024390243902439025,5.396199354607386,15.310147006095375,0.5324189526184538,0.3524590163934426,0.16611295681063123,0.01288056206088993,301,853,0.3528722157092614,1,0
"P.J. Tucker","HOU",76,2614,0.5570827886710239,0.8801742919389978,5.491851851851852,23.728086419753087,0.8662696264212236,1.4437827107020393,0.17429193899782136,0.6,0.6041666666666666,0.075,0.36094567767550984,0.7940804908861216,0.09586056644880174,0.45454545454545453,0.85,0.06818181818181818,0.10828370330265295,0.1985201227215304,0.023965141612200435,0.5454545454545454,1,0,1.8227756722613246,4.6742465258978525,0.5642701525054467,0.38996138996138996,1,0.019305019305019305,0.3068038260241834,1.173073452445407,0.14161220043572983,0.26153846153846155,0.9411764705882353,0,17,65,0.26153846153846155,0,0
"Danuel House Jr.","HOU",67,2060,0.5692102233676976,0.9196581196581196,3.6084158415841583,25.01096605744125,2.2991122239927155,3.528340541770999,0.26495726495726496,0.6516129032258065,0.7524752475247525,0.08387096774193549,0.22763487366264512,0.8650125199180514,0.06495726495726496,0.2631578947368421,0.6,0.13157894736842105,0.04552697473252902,0.2048713862963806,0.015384615384615385,0.2222222222222222,0.5,0.1111111111111111,1.3885727293421353,3.755975415433644,0.28205128205128205,0.3696969696969697,0.9508196721311475,0.012121212121212121,1.7983155019348964,4.962440245845664,0.37264957264957266,0.3623853211009174,0.9493670886075949,0,78,214,0.3644859813084112,3,1
"Russell Westbrook","HOU",57,2049,0.5272304143862393,0.6323185011709602,7.010486891385767,25.517840375586854,8.086433504121185,13.299175762976164,0.46604215456674475,0.6080402010050251,0.29201101928374656,0.10050251256281408,1.9603475161505903,5.034528848295834,0.17642466822794692,0.3893805309734513,0.13636363636363635,0.08849557522123894,2.183114279349521,5.457785698373803,0.1912568306010929,0.4,0.11224489795918367,0.004081632653061225,0.2227667631989307,1.0024504343951883,0.0351288056206089,0.2222222222222222,0.8,0,1.0024504343951883,3.7424816217420362,0.13114754098360656,0.26785714285714285,0.6222222222222222,0,44,166,0.26506024096385544,1,1
"Ben McLemore","HOU",75,1683,0.5601855992844366,0.9805309734513274,2.332291666666667,25.422388059701493,1.637069922308546,2.358490566037736,0.1504424778761062,0.6941176470588235,0.8813559322033898,0.11764705882352941,0.08324084350721421,0.3052164261931188,0.019469026548672566,0.2727272727272727,0.6666666666666666,0.36363636363636365,0,0,0,0,0,0,1.8867924528301887,4.217536071032186,0.26902654867256637,0.4473684210526316,0.9852941176470589,0.013157894736842105,3.329633740288568,8.795782463928967,0.5610619469026549,0.3785488958990536,0.9583333333333334,0.015772870662460567,120,315,0.38095238095238093,2,0
"Austin Rivers","HOU",72,1677,0.5319641221374045,0.8533333333333334,3.9107438016528926,25.413074204946994,2.6147426981919333,4.589707927677329,0.3142857142857143,0.5696969696969697,0.2872340425531915,0.09696969696969697,0.6397774687065368,2.030598052851182,0.13904761904761906,0.3150684931506849,0.17391304347826086,0.1780821917808219,0.055632823365785816,0.11126564673157163,0.007619047619047619,0.5,0,0,0.8066759388038943,1.8636995827538247,0.12761904761904763,0.43283582089552236,0.8620689655172413,0,1.9471488178025034,6.008344923504868,0.4114285714285714,0.32407407407407407,0.6285714285714286,0,70,216,0.32407407407407407,0,0
"Clint Capela","HOU",39,1279,0.5829721649484536,0.8170103092783505,2.2984536082474225,0,8.00438596491228,11.586257309941521,0.8170103092783505,0.6908517350157729,0.7990867579908676,0.08832807570977919,0.8771929824561403,2.5219298245614037,0.17783505154639176,0.34782608695652173,0.8333333333333334,0.17391304347826086,0.03654970760233918,0.07309941520467836,0.005154639175257732,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eric Gordon","HOU",40,1152,0.5205155493482309,0.8961038961038961,4.097029702970296,26.876557863501482,3.28525641025641,5.8493589743589745,0.27087198515769945,0.5616438356164384,0.524390243902439,0.14383561643835616,0.6009615384615384,1.9230769230769231,0.08905380333951762,0.3125,0.3333333333333333,0.125,0,0.32051282051282054,0.014842300556586271,0,0,0,0.20032051282051283,1.001602564102564,0.04638218923933209,0.2,0.8,0,3.926282051282051,12.5,0.5788497217068646,0.3141025641025641,0.7755102040816326,0.016025641025641024,98,310,0.3161290322580645,2,0
"Robert Covington","HOU",26,838,0.5511193227091633,0.9525691699604744,3.109230769230769,25.746276595744682,2.0316027088036117,2.9909706546275396,0.20948616600790515,0.6792452830188679,0.75,0.11320754716981132,0.056433408577878104,0.5643340857787811,0.039525691699604744,0.1,1,0,0.11286681715575621,0.11286681715575621,0.007905138339920948,1,1,0,0.9029345372460497,2.2573363431151243,0.15810276679841898,0.4,1,0,2.539503386004515,8.352144469525959,0.5849802371541502,0.30405405405405406,1,0.02027027027027027,45,147,0.30612244897959184,1,0
"Jeff Green","HOU",22,547,0.55159453125,0.9282051282051282,2.7932584269662923,25.843396226415095,5.093378607809847,6.366723259762309,0.38461538461538464,0.8,0.6166666666666667,0.05333333333333334,0.6791171477079796,1.1035653650254669,0.06666666666666667,0.6153846153846154,0.75,0,0.08488964346349745,0.08488964346349745,0.005128205128205128,1,1,0,1.4431239388794568,3.565365025466893,0.2153846153846154,0.40476190476190477,0.9411764705882353,0,2.037351443123939,5.432937181663837,0.3282051282051282,0.375,0.9166666666666666,0.015625,24,62,0.3870967741935484,2,0
"Thabo Sefolosha","HOU",41,436,0.5458873626373626,0.8571428571428571,5.443243243243243,24.772222222222222,2.1253985122210413,2.5504782146652496,0.26373626373626374,0.8333333333333334,0.6,0.08333333333333333,0,0.6376195536663124,0.06593406593406594,0,0,0.3333333333333333,0.21253985122210414,0.7438894792773645,0.07692307692307693,0.2857142857142857,0.5,0,1.0626992561105206,2.5504782146652496,0.26373626373626374,0.4166666666666667,1,0,0.5313496280552603,3.1880977683315623,0.32967032967032966,0.16666666666666666,1,0.03333333333333333,5,30,0.16666666666666666,0,0
