"Name","TeamAbbreviation","GamesPlayed","Minutes","Assists","AssistPoints","TwoPtAssists","ThreePtAssists","AtRimAssists","ShortMidRangeAssists","LongMidRangeAssists","Corner3Assists","Arc3Assists"
"Dorian Finney-Smith","DAL",76,2274,2.774193548387097,6.903225806451613,1.4193548387096775,1.3548387096774193,0.967741935483871,0.27956989247311825,0.17204301075268819,0.34408602150537637,1.010752688172043
"Tim Hardaway Jr.","DAL",76,2262,3.1130876747141043,7.645065650148243,1.6941973739940703,1.418890300720034,1.1224057602710715,0.4235493434985176,0.14824227022448117,0.2117746717492588,1.2071156289707752
"Luka Doncic","DAL",66,2220,12.573036139363774,30.815840727115344,6.903267690975979,5.669768448387795,4.933996970352737,1.1469378922311189,0.822332828392123,2.423717809997836,3.246050638389959
"Maxi Kleber","DAL",79,2057,2.237926972909305,5.465253239104829,1.248527679623086,0.9893992932862191,0.7302709069493521,0.3297997644287397,0.18845700824499412,0.21201413427561838,0.7773851590106007
"Kristaps Porzingis","DAL",60,1908,2.6124089424767645,6.5812609897010805,1.2559658377292138,1.356443104747551,0.7786988193921125,0.27631248430042704,0.2009545340366742,0.4019090680733484,0.9545340366742024
"Seth Curry","DAL",69,1720,3.6735838474481213,9.085810431856421,1.9349411104879417,1.7386427369601796,1.346045989904655,0.532809871003926,0.056085249579360626,0.5047672462142456,1.2338754907459337
"Delon Wright","DAL",77,1623,7.505980861244019,19.52751196172249,2.9904306220095696,4.51555023923445,1.644736842105263,0.9270334928229665,0.41866028708133973,1.1064593301435406,3.409090909090909
"Dwight Powell","DAL",40,1061,2.7390900649953576,6.685236768802229,1.532033426183844,1.2070566388115134,0.32497678737233054,0.7892293407613742,0.4178272980501393,0.46425255338904364,0.7428040854224698
"Justin Jackson","DAL",67,1059,2.389705882352941,5.974264705882353,1.1948529411764706,1.1948529411764706,0.6893382352941176,0.41360294117647056,0.09191176470588236,0.45955882352941174,0.7352941176470589
"Jalen Brunson","DAL",57,1022,9.008145663632007,22.855773838045042,4.168663152850982,4.839482510781026,3.114518447532343,0.6708193579300431,0.3833253473885961,1.1499760421657883,3.689506468615237
"Boban Marjanovic","DAL",46,487,2.3976023976023977,5.394605394605395,1.7982017982017982,0.5994005994005994,0.8991008991008991,0.3996003996003996,0.4995004995004995,0.0999000999000999,0.4995004995004995
"J.J. Barea","DAL",30,455,12.030075187969924,28.356605800214822,7.733619763694952,4.296455424274973,5.155746509129968,2.255639097744361,0.322234156820623,1.5037593984962405,2.7926960257787323
"Courtney Lee","DAL",24,345,1.6997167138810199,4.53257790368272,0.56657223796034,1.13314447592068,0.42492917847025496,0.141643059490085,0,0.28328611898017,0.8498583569405099
"Trey Burke","DAL",13,312,6.134969325153374,15.184049079754601,3.2208588957055215,2.914110429447853,1.8404907975460123,1.2269938650306749,0.15337423312883436,1.2269938650306749,1.687116564417178
"Ryan Broekhoff","DAL",17,180,2.8720626631853787,7.310704960835509,1.3054830287206267,1.566579634464752,1.3054830287206267,0,0,0.26109660574412535,1.3054830287206267
"Michael Kidd-Gilchrist","DAL",18,170,2.005730659025788,5.444126074498567,0.5730659025787965,1.4326647564469914,0.28653295128939826,0.28653295128939826,0,0,1.4326647564469914
"Willie Cauley-Stein","DAL",13,157,3.1545741324921135,7.570977917981073,1.8927444794952681,1.2618296529968454,1.2618296529968454,0.6309148264984227,0,0.6309148264984227,0.6309148264984227
"Antonius Cleveland","DAL",12,53,0.8928571428571429,1.7857142857142858,0.8928571428571429,0,0,0.8928571428571429,0,0,0
"Josh Reaves","DAL",5,36,5.47945205479452,12.32876712328767,4.109589041095891,1.36986301369863,4.109589041095891,0,0,0,1.36986301369863
