"Name","TeamAbbreviation","GamesPlayed","Minutes","Assists","AssistPoints","TwoPtAssists","ThreePtAssists","AtRimAssists","ShortMidRangeAssists","LongMidRangeAssists","Corner3Assists","Arc3Assists"
"Trae Young","ATL",60,2120,12.232415902140673,28.221930974224552,8.475316732197467,3.757099169943207,7.033639143730887,1.1577107907383137,0.2839667977282656,1.070336391437309,2.686762778505898
"De'Andre Hunter","ATL",63,2018,2.616822429906542,6.4953271028037385,1.355140186915888,1.2616822429906542,0.8411214953271028,0.35046728971962615,0.16355140186915887,0.5373831775700935,0.7242990654205608
"Kevin Huerter","ATL",56,1760,5.690622495324606,13.652150681271706,3.4197168047021105,2.270905690622495,2.671653753673524,0.6144803633449105,0.1335826876836762,0.6144803633449105,1.6564253272775848
"Cam Reddish","ATL",58,1551,2.6165413533834587,6.37593984962406,1.4736842105263157,1.1428571428571428,1.1729323308270676,0.12030075187969924,0.18045112781954886,0.45112781954887216,0.6917293233082706
"John Collins","ATL",41,1363,2.064693737095664,4.955264969029594,1.2388162422573985,0.8258774948382657,0.7570543702684102,0.3441156228492774,0.13764624913971094,0.13764624913971094,0.6882312456985548
"DeAndre' Bembry","ATL",43,915,4.130545639979602,9.688934217236104,2.7027027027027026,1.4278429372768995,2.294747577766446,0.1529831718510964,0.25497195308516063,0.4589495155532891,0.9688934217236104
"Damian Jones","ATL",55,887,1.8626929217668973,4.364023416711016,1.2240553485896755,0.6386375731772219,0.6386375731772219,0.37253858435337944,0.21287919105907396,0.10643959552953698,0.532197977647685
"Vince Carter","ATL",60,876,2.5613660618996796,6.136606189967983,1.5474919957310567,1.0138740661686232,1.1739594450373532,0.32017075773745995,0.05336179295624333,0.37353255069370334,0.6403415154749199
"Jabari Parker","ATL",32,837,3.2529444756029164,7.683679192372406,2.075154234436343,1.1777902411665733,1.2899607403252944,0.448681996634885,0.33651149747616377,0.3925967470555244,0.7851934941110488
"Alex Len","ATL",40,745,2.6582278481012658,6.518987341772152,1.4556962025316456,1.2025316455696202,0.5063291139240507,0.4430379746835443,0.5063291139240507,0.06329113924050633,1.139240506329114
"Bruno Fernando","ATL",56,713,3.277591973244147,7.959866220735786,1.8729096989966556,1.4046822742474916,0.6688963210702341,0.5351170568561873,0.6688963210702341,0.33444816053511706,1.0702341137123745
"Allen Crabbe","ATL",28,522,2.5067144136078783,6.087735004476276,1.432408236347359,1.0743061772605194,0.7162041181736795,0.5371530886302597,0.17905102954341987,0.35810205908683973,0.7162041181736795
"Jeff Teague","ATL",25,519,9.074410163339383,21.77858439201452,5.44464609800363,3.629764065335753,3.629764065335753,1.1796733212341197,0.6352087114337568,0.8166969147005445,2.8130671506352085
"Brandon Goodwin","ATL",34,430,5.6353591160221,13.149171270718233,3.7569060773480665,1.8784530386740332,3.0939226519337018,0.4419889502762431,0.22099447513812154,0.22099447513812154,1.6574585635359116
"Treveon Graham","ATL",22,266,2.7124773960216997,6.871609403254973,1.2658227848101267,1.4466546112115732,0.7233273056057866,0.3616636528028933,0.18083182640144665,0,1.4466546112115732
"Evan Turner","ATL",19,251,6.946983546617916,16.819012797074954,4.021937842778794,2.9250457038391224,2.9250457038391224,0.7312614259597806,0.3656307129798903,0.7312614259597806,2.1937842778793417
"Dewayne Dedmon","ATL",10,233,1.4553014553014554,3.3264033264033266,1.0395010395010396,0.4158004158004158,0.6237006237006237,0.4158004158004158,0,0,0.4158004158004158
"Tyrone Wallace","ATL",14,160,3.8461538461538463,9.171597633136095,2.366863905325444,1.4792899408284024,1.7751479289940828,0.591715976331361,0,0.8875739644970414,0.591715976331361
"Chandler Parsons","ATL",5,54,2.459016393442623,6.557377049180328,0.819672131147541,1.639344262295082,0.819672131147541,0,0,0,1.639344262295082
"Charles Brown Jr.","ATL",10,40,2.4096385542168677,6.024096385542169,1.2048192771084338,1.2048192771084338,0,1.2048192771084338,0,0,1.2048192771084338
"Paul Watson","ATL",2,17,7.894736842105263,21.05263157894737,2.6315789473684212,5.2631578947368425,2.6315789473684212,0,0,0,5.2631578947368425
