"Name","TeamAbbreviation","GamesPlayed","Minutes","PenaltyOffPoss","PenaltyOffPossPct","PenaltyPoints","PenaltyPointsPct","PenaltyFG2M","PenaltyFG2A","PenaltyFg2Pct","PenaltyFG3M","PenaltyFG3A","PenaltyFg3Pct","PenaltyFtPoints","PenaltyEfgPct","PenaltyTsPct","PenaltyShotQualityAvg","PenaltyAtRimFGM","PenaltyAtRimFGA","PenaltyAtRimFrequency","PenaltyAtRimAccuracy","PenaltyCorner3FGM","PenaltyCorner3FGA","PenaltyCorner3Frequency","PenaltyCorner3Accuracy","PenaltyArc3FGM","PenaltyArc3FGA","PenaltyArc3Frequency","PenaltyArc3Accuracy","PenaltyTurnovers","PenaltyOffPossExcludingTakeFouls","PenaltyPointsExcludingTakeFouls"
"Donovan Mitchell","UTA",74,2545,1435,0.27670651754724257,39.30313588850174,0.30602278893109064,8.641114982578397,18.39721254355401,0.4696969696969697,3.3449477351916377,9.75609756097561,0.34285714285714286,11.986062717770034,0.48514851485148514,0.5679513184584178,0.47126433915211974,3.554006968641115,6.2020905923344944,0.2202970297029703,0.5730337078651685,0.20905923344947736,0.9059233449477352,0.03217821782178218,0.23076923076923078,3.1358885017421603,8.850174216027874,0.31435643564356436,0.3543307086614173,3.9721254355400695,1414,39.10891089108911
"Rudy Gobert","UTA",73,2523,1335,0.2607931236569643,22.54681647940075,0.27019748653500897,7.265917602996255,10.561797752808989,0.6879432624113475,0,0,0,8.014981273408239,0.6879432624113475,0.6688888888888889,0.575709219858156,6.891385767790262,9.288389513108614,0.8794326241134752,0.7419354838709677,0,0,0,0,0,0,0,0,2.097378277153558,1315,22.813688212927758
"Joe Ingles","UTA",77,2302,1235,0.2644539614561028,14.979757085020243,0.2437417654808959,1.94331983805668,4.372469635627531,0.4444444444444444,2.591093117408907,6.882591093117409,0.3764705882352941,3.3198380566801617,0.5179856115107914,0.5640243902439024,0.5061590579710146,1.2955465587044535,2.2672064777327936,0.2014388489208633,0.5714285714285714,0.5668016194331984,2.0242914979757085,0.17985611510791366,0.28,2.0242914979757085,4.8582995951417,0.4316546762589928,0.4166666666666667,2.7530364372469633,1216,14.884868421052632
"Royce O'Neale","UTA",76,2218,1116,0.24899598393574296,9.767025089605735,0.22755741127348644,1.3440860215053763,2.7777777777777777,0.4838709677419355,1.6129032258064515,5.734767025089606,0.28125,2.240143369175627,0.4421052631578947,0.4954545454545455,0.5129555555555555,0.985663082437276,1.971326164874552,0.23157894736842105,0.5,0.6272401433691757,1.971326164874552,0.23157894736842105,0.3181818181818182,0.985663082437276,3.763440860215054,0.4421052631578947,0.2619047619047619,1.6129032258064515,1096,9.671532846715328
"Bojan Bogdanovic","UTA",63,2083,1126,0.2643192488262911,31.261101243339255,0.276078431372549,4.262877442273535,10.124333925399645,0.42105263157894735,4.7957371225577266,10.479573712255773,0.4576271186440678,8.348134991119005,0.5560344827586207,0.6227758007117438,0.5068525862068965,2.3978685612788633,4.618117229129663,0.22413793103448276,0.5192307692307693,1.5985790408525755,3.197158081705151,0.15517241379310345,0.5,3.197158081705151,7.282415630550622,0.35344827586206895,0.43902439024390244,3.730017761989343,1109,31.199278629395852
"Mike Conley","UTA",50,1454,788,0.2655881361644759,22.588832487309645,0.2389261744966443,4.441624365482234,9.771573604060913,0.45454545454545453,2.918781725888325,8.756345177664974,0.3333333333333333,4.949238578680203,0.476027397260274,0.5236686390532544,0.4727117857142858,1.3959390862944163,2.66497461928934,0.14383561643835616,0.5238095238095238,0.5076142131979695,1.649746192893401,0.08904109589041095,0.3076923076923077,2.4111675126903553,7.106598984771574,0.3835616438356164,0.3392857142857143,3.045685279187817,779,22.33632862644416
"Jordan Clarkson","UTA",47,1184,596,0.24833333333333332,36.40939597315436,0.28894806924101196,8.053691275167786,14.093959731543624,0.5714285714285714,5.369127516778524,12.583892617449665,0.4266666666666667,4.194630872483222,0.6037735849056604,0.6420118343195266,0.5002745222929936,4.194630872483222,5.87248322147651,0.22012578616352202,0.7142857142857143,1.8456375838926173,4.026845637583893,0.1509433962264151,0.4583333333333333,3.523489932885906,8.557046979865772,0.32075471698113206,0.4117647058823529,2.0134228187919465,595,36.470588235294116
"Georges Niang","UTA",71,1011,634,0.30746847720659554,18.454258675078865,0.2695852534562212,2.6813880126182967,4.100946372239748,0.6538461538461539,3.7854889589905363,11.35646687697161,0.3333333333333333,1.7350157728706626,0.5408163265306123,0.5625,0.5252928571428572,1.4195583596214512,1.4195583596214512,0.09183673469387756,1,1.4195583596214512,4.574132492113565,0.29591836734693877,0.3103448275862069,2.365930599369085,6.782334384858044,0.4387755102040816,0.3488372093023256,1.1041009463722398,634,18.454258675078865
"Emmanuel Mudiay","UTA",57,883,580,0.3167667941015838,21.724137931034484,0.3088235294117647,6.551724137931035,13.96551724137931,0.4691358024691358,1.3793103448275863,4.137931034482759,0.3333333333333333,4.482758620689655,0.47619047619047616,0.525,0.4782495192307692,3.793103448275862,6.379310344827586,0.3523809523809524,0.5945945945945946,0.1724137931034483,0.6896551724137931,0.0380952380952381,0.25,1.206896551724138,3.4482758620689653,0.19047619047619047,0.35,4.137931034482759,580,21.724137931034484
"Tony Bradley","UTA",63,707,395,0.2722260509993108,16.962025316455698,0.22789115646258504,6.582278481012659,11.39240506329114,0.5777777777777777,0,0,0,3.7974683544303796,0.5777777777777777,0.6090909090909091,0.5289044444444444,5.822784810126582,9.113924050632912,0.8,0.6388888888888888,0,0,0,0,0,0,0,0,1.7721518987341771,394,17.00507614213198
