"Name","TeamAbbreviation","GamesPlayed","Minutes","PenaltyOffPoss","PenaltyOffPossPct","PenaltyPoints","PenaltyPointsPct","PenaltyFG2M","PenaltyFG2A","PenaltyFg2Pct","PenaltyFG3M","PenaltyFG3A","PenaltyFg3Pct","PenaltyFtPoints","PenaltyEfgPct","PenaltyTsPct","PenaltyShotQualityAvg","PenaltyAtRimFGM","PenaltyAtRimFGA","PenaltyAtRimFrequency","PenaltyAtRimAccuracy","PenaltyCorner3FGM","PenaltyCorner3FGA","PenaltyCorner3Frequency","PenaltyCorner3Accuracy","PenaltyArc3FGM","PenaltyArc3FGA","PenaltyArc3Frequency","PenaltyArc3Accuracy","PenaltyTurnovers","PenaltyOffPossExcludingTakeFouls","PenaltyPointsExcludingTakeFouls"
"Kawhi Leonard","LAC",62,2042,1185,0.2809388335704125,41.94092827004219,0.29115407147041594,9.029535864978904,18.39662447257384,0.4908256880733945,3.037974683544304,9.029535864978904,0.3364485981308411,14.767932489451477,0.49538461538461537,0.5951807228915663,0.4769293846153846,3.459915611814346,5.40084388185654,0.19692307692307692,0.640625,0.16877637130801687,0.4219409282700422,0.015384615384615385,0.4,2.869198312236287,8.60759493670886,0.31384615384615383,0.3333333333333333,4.641350210970464,1169,41.6595380667237
"Lou Williams","LAC",70,2010,1553,0.3590751445086705,32.32453316162267,0.3934169278996865,7.083065035415325,14.230521571152607,0.497737556561086,3.219575016097875,9.079201545396007,0.3546099290780142,8.49967804249839,0.511049723756906,0.5765661252900232,0.48409681440443214,3.4127495170637476,5.280103026400515,0.2265193370165746,0.6463414634146342,0.6439150032195751,1.80296200901481,0.07734806629834254,0.35714285714285715,2.5756600128783003,7.276239536381198,0.31215469613259667,0.35398230088495575,3.60592401802962,1545,32.103559870550164
"Montrezl Harrell","LAC",68,1844,1457,0.36904761904761907,28.551818805765272,0.3401471790678659,10.36376115305422,19.35483870967742,0.5354609929078015,0,0.8922443376801648,0,7.824296499656829,0.511864406779661,0.5591397849462365,0.5243219723183391,8.716540837336995,13.726835964310226,0.6779661016949152,0.635,0,0,0,0,0,0.8922443376801648,0.04406779661016949,0,3.01990391214825,1444,28.670360110803323
"Paul George","LAC",53,1596,782,0.23420185684336628,35.933503836317136,0.24889282550930025,4.987212276214834,10.869565217391305,0.4588235294117647,4.859335038363171,13.554987212276215,0.3584905660377358,11.381074168797953,0.5026178010471204,0.5918803418803419,0.504978835978836,2.6854219948849103,4.859335038363171,0.19895287958115182,0.5526315789473685,1.4066496163682864,3.1969309462915603,0.13089005235602094,0.44,3.452685421994885,10.358056265984654,0.42408376963350786,0.3333333333333333,3.70843989769821,773,35.44631306597672
"Landry Shamet","LAC",58,1551,992,0.3036424854606673,19.35483870967742,0.3615819209039548,1.5120967741935485,2.8225806451612905,0.5357142857142857,4.536290322580645,9.778225806451612,0.4639175257731959,2.721774193548387,0.66,0.6906474820143885,0.5407468,1.310483870967742,1.7137096774193548,0.136,0.7647058823529411,1.4112903225806452,2.721774193548387,0.216,0.5185185185185185,3.125,7.056451612903226,0.56,0.44285714285714284,0.907258064516129,986,19.26977687626775
"Ivica Zubac","LAC",77,1441,611,0.2062099223759703,23.567921440261866,0.2222222222222222,8.183306055646481,12.438625204582651,0.6578947368421053,0,0,0,7.201309328968904,0.6578947368421053,0.6990291262135923,0.5788394736842106,7.037643207855973,10.801963993453356,0.868421052631579,0.6515151515151515,0,0,0,0,0,0,0,0,2.618657937806874,610,23.60655737704918
"JaMychal Green","LAC",68,1376,1045,0.3577541937692571,13.301435406698564,0.3075221238938053,1.9138755980861244,3.923444976076555,0.4878048780487805,2.488038277511962,7.559808612440191,0.3291139240506329,2.0095693779904304,0.49166666666666664,0.5265151515151515,0.5436166666666666,1.3397129186602872,2.6794258373205744,0.23333333333333334,0.5,0.3827751196172249,1.722488038277512,0.15,0.2222222222222222,2.1052631578947367,5.837320574162679,0.5083333333333333,0.36065573770491804,1.6267942583732058,1038,13.198458574181117
"Patrick Beverley","LAC",52,1362,723,0.255748142907676,11.618257261410788,0.2033898305084746,1.9363762102351314,4.287690179806362,0.45161290322580644,1.9363762102351314,5.532503457814661,0.35,1.9363762102351314,0.49295774647887325,0.5060240963855421,0.5252435714285714,1.2448132780082988,2.351313969571231,0.23943661971830985,0.5294117647058824,0.9681881051175657,1.9363762102351314,0.19718309859154928,0.5,0.9681881051175657,3.59612724757953,0.36619718309859156,0.2692307692307692,3.0428769017980635,712,11.797752808988765
"Maurice Harkless","LAC",50,1141,650,0.27128547579298834,11.692307692307692,0.27636363636363637,4.153846153846154,6.3076923076923075,0.6585365853658537,0.7692307692307693,2.4615384615384617,0.3125,1.0769230769230769,0.6052631578947368,0.6031746031746031,0.5765131578947368,4,5.6923076923076925,0.6491228070175439,0.7027027027027027,0.6153846153846154,1.6923076923076923,0.19298245614035087,0.36363636363636365,0.15384615384615385,0.7692307692307693,0.08771929824561403,0.2,2.3076923076923075,642,11.838006230529595
"Rodney McGruder","LAC",58,879,719,0.3824468085106383,9.318497913769123,0.3471502590673575,1.9471488178025034,4.3115438108484,0.45161290322580644,1.5299026425591098,5.4242002781641165,0.28205128205128205,0.8344923504867872,0.4357142857142857,0.44666666666666666,0.5143326086956521,0.8344923504867872,1.5299026425591098,0.15714285714285714,0.5454545454545454,0.8344923504867872,3.3379694019471486,0.34285714285714286,0.25,0.6954102920723226,2.086230876216968,0.21428571428571427,0.3333333333333333,0.8344923504867872,716,9.35754189944134
