"Name","TeamAbbreviation","GamesPlayed","Minutes","PenaltyOffPoss","PenaltyOffPossPct","PenaltyPoints","PenaltyPointsPct","PenaltyFG2M","PenaltyFG2A","PenaltyFg2Pct","PenaltyFG3M","PenaltyFG3A","PenaltyFg3Pct","PenaltyFtPoints","PenaltyEfgPct","PenaltyTsPct","PenaltyShotQualityAvg","PenaltyAtRimFGM","PenaltyAtRimFGA","PenaltyAtRimFrequency","PenaltyAtRimAccuracy","PenaltyCorner3FGM","PenaltyCorner3FGA","PenaltyCorner3Frequency","PenaltyCorner3Accuracy","PenaltyArc3FGM","PenaltyArc3FGA","PenaltyArc3Frequency","PenaltyArc3Accuracy","PenaltyTurnovers","PenaltyOffPossExcludingTakeFouls","PenaltyPointsExcludingTakeFouls"
"Shai Gilgeous-Alexander","OKC",74,2593,1504,0.283987915407855,28.39095744680851,0.3024079320113314,7.180851063829787,13.09840425531915,0.5482233502538071,1.8617021276595744,4.5212765957446805,0.4117647058823529,8.444148936170214,0.5660377358490566,0.6316568047337278,0.4954971590909091,4.122340425531915,6.449468085106383,0.3660377358490566,0.6391752577319587,0.39893617021276595,0.6648936170212766,0.03773584905660377,0.6,1.4627659574468086,3.856382978723404,0.2188679245283019,0.3793103448275862,1.7287234042553192,1474,28.08683853459973
"Chris Paul","OKC",74,2359,1302,0.26967688483844243,40.245775729646695,0.3975720789074355,7.526881720430108,14.746543778801843,0.5104166666666666,2.8417818740399388,9.216589861751151,0.30833333333333335,16.666666666666668,0.49198717948717946,0.6108490566037735,0.44008043478260866,1.30568356374808,2.150537634408602,0.08974358974358974,0.6071428571428571,0.4608294930875576,1.075268817204301,0.04487179487179487,0.42857142857142855,2.380952380952381,8.141321044546851,0.33974358974358976,0.29245283018867924,3.225806451612903,1272,39.70125786163522
"Dennis Schroder","OKC",69,2133,1605,0.364275987290059,31.090342679127726,0.3817903596021423,7.725856697819315,14.766355140186915,0.5232067510548524,3.3021806853582554,7.663551401869159,0.43089430894308944,5.73208722741433,0.5652777777777778,0.6117936117936118,0.4828432584269663,3.364485981308411,5.420560747663552,0.24166666666666667,0.6206896551724138,0.4984423676012461,0.8722741433021807,0.03888888888888889,0.5714285714285714,2.803738317757009,6.7912772585669785,0.30277777777777776,0.41284403669724773,4.174454828660436,1576,30.456852791878173
"Danilo Gallinari","OKC",66,1969,1170,0.29082774049217003,24.957264957264957,0.23643724696356275,3.58974358974359,8.205128205128204,0.4375,2.6495726495726495,8.88888888888889,0.2980769230769231,9.82905982905983,0.4425,0.5581395348837209,0.490056,1.794871794871795,3.247863247863248,0.19,0.5526315789473685,0.17094017094017094,1.1965811965811965,0.07,0.14285714285714285,2.4786324786324787,7.6923076923076925,0.45,0.32222222222222224,1.452991452991453,1145,25.065502183406114
"Steven Adams","OKC",67,1800,935,0.255674049767569,15.508021390374331,0.19944979367262725,5.347593582887701,8.877005347593583,0.6024096385542169,0.10695187165775401,0.21390374331550802,0.5,4.491978609625669,0.6058823529411764,0.6092436974789915,0.5081650602409638,3.8502673796791442,5.561497326203209,0.611764705882353,0.6923076923076923,0,0,0,0,0.10695187165775401,0.21390374331550802,0.023529411764705882,0.5,2.5668449197860963,909,15.951595159515952
"Terrance Ferguson","OKC",58,1276,619,0.2426499411995296,5.4927302100161555,0.1504424778761062,0.48465266558966075,1.4539579967689822,0.3333333333333333,1.2924071082390953,5.169628432956381,0.25,0.6462035541195477,0.36585365853658536,0.38636363636363635,0.5459939024390245,0.48465266558966075,0.8077544426494345,0.12195121951219512,0.6,0.16155088852988692,1.4539579967689822,0.21951219512195122,0.1111111111111111,1.1308562197092085,3.715670436187399,0.5609756097560976,0.30434782608695654,1.2924071082390953,613,5.5464926590538335
"Darius Bazley","OKC",65,1193,746,0.3058630586305863,12.198391420911529,0.25,2.680965147453083,7.372654155495979,0.36363636363636365,1.742627345844504,4.423592493297587,0.3939393939393939,1.6085790884718498,0.44886363636363635,0.4595959595959596,0.5101840909090909,2.0107238605898123,4.423592493297587,0.375,0.45454545454545453,0.2680965147453083,1.4745308310991958,0.125,0.18181818181818182,1.4745308310991958,2.9490616621983916,0.25,0.5,1.6085790884718498,746,12.198391420911529
"Nerlens Noel","OKC",65,1180,782,0.3269230769230769,18.67007672634271,0.3146551724137931,6.90537084398977,10.485933503836318,0.6585365853658537,0,0.1278772378516624,0,4.859335038363171,0.6506024096385542,0.6697247706422018,0.580519512195122,6.265984654731458,7.8005115089514065,0.7349397590361446,0.8032786885245902,0,0,0,0,0,0.1278772378516624,0.012048192771084338,0,2.9411764705882355,780,18.71794871794872
"Luguentz Dort","OKC",39,917,468,0.25026737967914436,10.256410256410257,0.17777777777777778,2.5641025641025643,6.837606837606837,0.375,0.6410256410256411,4.05982905982906,0.15789473684210525,3.2051282051282053,0.3235294117647059,0.3870967741935484,0.5418088235294118,2.1367521367521367,5.555555555555555,0.5098039215686274,0.38461538461538464,0.21367521367521367,1.9230769230769231,0.17647058823529413,0.1111111111111111,0.42735042735042733,2.1367521367521367,0.19607843137254902,0.2,0.8547008547008547,467,10.278372591006423
"Hamidou Diallo","OKC",48,914,579,0.30505795574288724,15.716753022452504,0.28,5.526770293609672,12.953367875647668,0.4266666666666667,0.690846286701209,2.0725388601036268,0.3333333333333333,2.5906735751295336,0.4367816091954023,0.4739583333333333,0.5191109195402299,4.1450777202072535,8.46286701208981,0.5632183908045977,0.4897959183673469,0.690846286701209,1.2089810017271156,0.08045977011494253,0.5714285714285714,0,0.8635578583765112,0.05747126436781609,0,3.2815198618307426,579,15.716753022452504
